Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,21/01419/B,Ground floor extension of dwelling,23-Feb-22,Head of Development Management,26 Ballabrooie Way Douglas Isle Of Man IM1 4EN
Permitted,21/01420/B,Creation of vehicular access & off street parking,26-Jan-22,Principal Planner- North (CB),26 Ballabrooie Way Douglas Isle Of Man IM1 4EN
Permitted,21/01423/B,Alterations and erection of front porch and installation of dormer to rear elevation.,07-Apr-22,Head of Development Management,Brynsiriol Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ
Permitted,21/01424/B,Alterations and extensions to dwelling.,13-Jan-22,Head of Development Management,Crondall Veg Ballamanagh Road Sulby Isle Of Man IM7 2HD
Permitted,21/01426/B,Removal of a chimney stack,17-Jan-22,Principal Planner - South (JS),Rosemount Glen Maye Hill Glen Maye Isle Of Man IM5 3BE
Permitted,21/01427/B,Creation of two apartments from existing apartment,25-Jan-22,Principal Planner - South (JS),Flat 1A  Antrim Hotel Mooragh Promenade Ramsey Isle Of Man IM8 3AQ
Refused,21/01428/B,Erection of a stable block with associated hard standing and landscaping works,12-Aug-22,Principal Planner- North (CB),FIeld 124817  Ballacullum Red Gates The Lhen Andreas IM7 3EH
Permitted,21/01429/B,Installation of two aluminium grilles to the rear elevation,31-Jan-22,Head of Development Management,9 - 11 Duke Street Douglas Isle Of Man  
Permitted,21/01430/B,Alterations and erection of a single storey extension,28-Jan-22,Principal Planner - South (JS),Ballamoar Farm Bungalow Ballamoar Farm Lower Foxdale Isle Of Man IM4 3EA
Permitted,21/01431/B,Extension to rear of dwelling,17-Jan-22,Principal Planner - South (JS),13 Close Quane Peel Isle Of Man IM5 1PY
Permitted,21/01432/C,Change of use from vetinary surgery to a yoga studio,14-Mar-22,Head of Development Management,2-4 Douglas Street Peel Isle Of Man IM5 1BA
Permitted,21/01433/B,Alterations to form small roof terace on west side of building.,30-Mar-22,Head of Development Management,3 Croit E Cubbon Colby Isle Of Man IM9 4NN 
Permitted,21/01434/B,Repositioning of approved flue.,06-Jan-22,Head of Development Management,9 Manor View Douglas Isle Of Man IM2 2PB
Permitted,21/01435/B,"Variation of condition 2 of PA 19/01061/B for the variation of condition 2 of PA 15/00636/A approval in principle for the erection of a dwelling, to extend the period of approval for a further 2 years",16-Mar-22,Head of Development Management,Former Howstrake Holiday Camp King Edward Road Onchan Isle Of Man IM3 2JP
Permitted,21/01436/B,"Installation of solar panels, heat pump, cylinder, tesla power wall and replacement roof light.",20-Jan-22,Principal Planner- North (CB),28 St Germans Place Peel Isle Of Man IM5 1BZ
Permitted,21/01437/C,Change of use to undertake sports massage therapy,17-Jan-22,Planning Committee,9 Sycamore Close Onchan Isle Of Man IM3 3HW
Permitted,21/01438/B,Installation of replacement windows on the ground floor front elevation,06-Jan-22,Head of Development Management,Cronk Coar Quarterbridge Road Douglas Isle Of Man IM2 3RJ
Permitted,21/01439/GB,Proposed re-instatement of external door in north elevation of rear outlet to Milntown (associated with 21/01440/CON),10-Feb-22,Head of Development Management,Milntown Glen Auldyn Ramsey Isle Of Man IM7 2AB 
Permitted,21/01440/CON,Registered Building consent for proposed re-instatement of external door in north elevation of rear outlet to Milntown (associated with 21/01439/GB) Registered Building Nos. 168,10-Feb-22,Head of Development Management,Milntown  Glen Auldyn Ramsey Isle Of Man IM7 2AB 
Permitted,21/01441/GB,"Formation of additional guest rooms, installation of additional roof lights and repair works to water goods (in association with 21/01442/CON)",08-Jul-22,Director 2017+,The George Hotel The Parade Castletown Isle Of Man IM9 1LG
Permitted,21/01442/CON,"Registered Building consent for the formation of additional guest rooms, installation of additional roof lights and repair works to water goods (in association with 21/01441/GB) Registered Building Nos. 38",08-Jul-22,Principal Planner - South (JS),The George Hotel The Parade Castletown Isle Of Man IM9 1LG
Permitted,21/01443/B,Erection of a Dutch style barn and polytunnel,30-Mar-22,Head of Development Management,Brough Jairg Barn & Field 224653 (formerly 220977) Main Road Ballaugh Isle Of Man IM7 5EX 
Refused,21/01444/B,"Erection of 4-bedroomed bungalow, (agricultural worker's dwelling), and erection of agricultural barn and the construction of a private access road.",09-Aug-22,Planning Committee,Field 321756 & 321758  Braaid Road Braaid IM4 2AW
Permitted,21/01445/B,Removal of existing windows and door and installation and bi fold doors to rear elevation.,06-Jan-22,Head of Development Management,Cronk-E-Chule Wheel Hill Laxey Isle Of Man IM4 7NL
Permitted,21/01446/C,Change of use to allow the sale of motor vehicles.,04-Jan-22,Planning Committee,Unit 2 Kirby Farm Industrial Estate Vicarage Road Douglas Isle Of Man IM4 4LA 
Permitted,21/01447/B,Extension to rear elevation,24-Jan-22,Head of Development Management,26 Royal Avenue Onchan Isle Of Man IM3 1EZ
Permitted,21/01449/B,Alterations to dwelling,19-Jul-22,Head of Development Management,Fir Trees Clay Head Road Baldrine Isle Of Man IM4 6DP
Permitted,21/01450/B,Installation of replacement windows and front door,25-May-22,Principal Planner - South (JS),Southlands 34 Albany Road Douglas Isle Of Man IM2 3ND 
Refused,21/01451/B,"Variation to condition 1 of planning approval 16/01134/B to construct a detached house and associated parking, request to extend approval by 2  years.",08-Feb-22,Principal Planner- North (CB),Bailrigg House Ballanard Road Douglas Isle Of Man IM2 5PT
Permitted,21/01452/CON,Registered Building consent for demolition elements to PA 21/01453/B,21-Sep-22,Principal Planner- North (CB),2 Stanley Terrace Douglas Isle Of Man IM2 4EP 
Permitted,21/01453/B,Erection of a first floor extension to rear yard with carport below,21-Sep-22,Principal Planner- North (CB),2 Stanley Terrace Douglas Isle Of Man IM2 4EP 
Permitted,21/01454/B,Erection of a 2 storey structure.,04-Feb-22,Planning Committee,TT Timing Hut Grandstand Glencrutchery Road Douglas Isle Of Man IM2 6DA 
Permitted,21/01455/D,Installation of illuminated signage,02-Mar-22,Principal Planner- North (CB),Peveril Building Peveril Square Douglas Isle Of Man IM1 2BS
Permitted,21/01456/B,Installation of a rear dormer extension,04-Feb-22,Head of Development Management,17 Y Vaarney Yiarg Castletown Isle Of Man IM9 1HZ 
Permitted,21/01457/GB,Alterations including the installation of 2 new rooflights (in association with PA 21/01458/CON) RB.269,18-Feb-22,Head of Development Management,Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ 
Permitted,21/01458/CON,Registered Building consent for alterations including the installation of 2 new rooflights and internal alterations (in association with PA 21/01457/GB) RB.269,18-Feb-22,Head of Development Management,Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ 
Permitted,21/01460/B,Alterations and erection of extensions to rear elevation and creation of additional off road parking,29-Mar-22,Head of Development Management,Hillcroft Princes Road Douglas Isle Of Man IM2 4HY
Certificate of Lawfulness AGREED,21/01461/LAW,Certificate of lawful development for the erection of 3 extensions and a detached garage,18-Jan-22,Director 2017+,The Byways Lower Foxdale Isle Of Man IM4 3EA 
Permitted,21/01462/B,Conversion of existing barn to form new dwelling with associated parking,19-May-22,Principal Planner- North (CB),Briarfield Grenaby Road Ballasalla Isle Of Man IM9 3DP
Refused,21/01463/B,Conversion of existing agricultural buildings into 2 tourist accommodation units with associated landscaping and drainage works,24-May-22,Planning Committee,Ballaoates Farm Ballavagher Road St Johns Isle Of Man IM4 3JE
Permitted,21/01464/B,Installation of a flue,10-Feb-22,Head of Development Management,Cronksyde Cronk Road Union Mills Isle Of Man IM4 4NJ
Application Withdrawn,21/01466/B,"Amendment to planning approval Ref 16/01076/B including external appearance, finishing materials, roof profile & pitch",24-Jun-22,Withdrawn,Site Adjacent To Drumain Farm Drumain Farm Ballaragh Laxey Isle Of Man IM4 7PN 
Permitted,21/01467/B,Replacement of existing building with erection of a garden pavilion,30-May-22,Head of Development Management,Field 420866 Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF 
Refused,21/01468/B,Erection of 6 detached houses and associated parking,12-Sep-22,Principal Planner - Enf (AM),Land South Of Leyton Victoria Road Douglas Isle Of Man IM2 6AQ 
Permitted,21/01469/B,Temporary removal of original leaded light windows for repair and the introduction of temporary replacement windows for 12 months,30-Mar-22,Principal Planner - Enf (AM),2-4 Douglas Street Peel Isle Of Man IM5 1BA
Permitted,21/01470/B,Construction of a single storey extension & alterations,04-Feb-22,Head of Development Management,17 Oatfield Rise Ballasalla Isle Of Man IM9 2HN
Permitted,21/01473/B,Conversion of the existing ground floor cafe/restaurant and adjacent garage/store to residential accommodation including tourist use and cold food kiosk,04-Feb-22,Principal Planner - South (JS),West View Shore Road Port Erin Isle Of Man IM9 6HL
Permitted,21/01474/MCH,Minor Change application to PA 21/00420/B involving alterations to approved windows and roof windows,15-Feb-22,Head of Development Management,Corlea Farm Corlea Road Ballasalla Isle Of Man IM9 3BA 
Permitted,21/01475/B,"Installation of replacement window on Front Elevation, alteration of apartment 1 (part Ground & First Floor) to create 2 No Permanent Apartments, with alteration of roof area to expand existing terrace",23-Feb-22,Planning Committee,Flat 1  Harbour Lights Shore Road Peel Isle Of Man IM5 1AH
Permitted,21/01476/B,External alterations and additional use of dwelling as tourist accommodation,02-Mar-22,Director 2017+,Shell Seekers Fairy Cottage Laxey Isle Of Man IM4 7HR 
Permitted,21/01477/B,Erection of a rear dormer extension,13-May-22,Principal Planner - South (JS),12 Athol Court Port Erin Isle Of Man IM9 6EJ
Permitted,21/01478/A,Approval in Principle for the creation of a residential curtilage for a dwelling addressing means of access,06-May-22,Principal Planner- North (CB),Land East Of Watersmeet Cronk Dhoo Plot  Phildraw Road Ballasalla Isle Of Man IM9 3DU 
Permitted,21/01479/B,Erection of detached dwelling and improvements to existing vehicular access and parking to Thie Sollysh,11-Oct-22,Planning Committee,Land Adjacent To Thie Sollysh Smeale Road Andreas Isle Of Man  
Permitted,21/01480/B,"Alterations and erection of a replacement garage, storage, and workshop extension",13-Apr-22,Planning Committee,Mullinaragher House Rheast Road Santon Isle Of Man IM4 2HR 
Permitted,21/01481/B,"Erection of extension to front / side elevation, extension of exiting driveway and creaion of a path",31-Jan-22,Principal Planner - South (JS),11 Close Famman Port Erin Isle Of Man IM9 6BL
Permitted,21/01482/A,Approval in principle to erect 3no detached dwellings with garages on site of former dwelling (now demolished),16-Jun-22,Principal Planner - South (JS),'Waitara' & Site North Of 'Waitara'  Clifton Road Port St Mary Isle Of Man IM9 5EL
Permitted,21/01483/B,Erection of a 2.4m high fence to existing grassed area to create a secure childrens grassed learning/ play area,08-Feb-22,Head of Development Management,Glencrutchery School Glencrutchery Road Douglas Isle Of Man IM2 6EB 
Permitted,21/01485/A,Approval in principle for the erection of a dwelling to replace the former Hotel,03-May-22,Planning Committee,The Ballacallin Dalby Isle Of Man IM5 3BT 
Permitted,21/01486/B,"Erection of a multipurpose hall, entrance canopy over the existing entrance, replacement of existing roof tiles with artificial slates and creation of new car parking",16-Mar-22,Planning Committee,The Salvation Army Douglas Corps  Ballacottier Crescent Isle Of Man Business Park Braddan IM2 2QZ
Permitted,21/01488/B,Creation of a new window to rear elevation,31-Jan-22,Principal Planner - South (JS),Ballastray Glen Maye Park Glen Maye Isle Of Man IM5 3AX
Permitted,21/01489/B,Installation of two Air source heat pump,02-Mar-22,Director 2017+,Lakeside Patrick Road St Johns Isle Of Man IM4 3BP 
Permitted,21/01490/B,Infill extension to rear of house together with new patio area,31-Jan-22,Head of Development Management,18 Manor Park Onchan Isle Of Man IM3 2EP
Permitted,21/01491/B,Erection of new timber/steel frame constructed single storey extension to the North East Elevation with terrace over.,26-Apr-22,Planning Committee,Clubhouse Lime Street Port St. Mary Isle Of Man IM9 5ED
Permitted,21/01493/B,Erection of extensions to replace existing conservatory's,31-Jan-22,Head of Development Management,Springwaters Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ
Permitted,21/01494/B,Single storey extension to rear elevation.,28-Feb-22,Principal Planner- North (CB),8 Second Avenue Douglas Isle Of Man IM2 6AW
Permitted,21/01495/B,Ground floor extension to the rear.,15-Feb-22,Principal Planner - South (JS),44 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,21/01496/CON,Registered Building Consent for demolition elements to PA 21/01495/B,15-Feb-22,Principal Planner - South (JS),44 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,21/01497/B,Installation of roof mounted solar panels,04-Feb-22,Head of Development Management,Croit-Ny-Kiyt Crossag Road Ballasalla Isle Of Man IM9 3EF
Permitted,21/01498/CON,Removal of chimney stack (in association with PA21/00013/B),31-Jan-22,Head of Development Management,77 Derby Road Douglas Isle Of Man IM2 3EA 
Permitted,21/01499/B,Alterations and erection of a 2 storey side extension.,31-Jan-22,Principal Planner - South (JS),16 Corran Pirragh Reayrt Ny Cronk Peel Isle Of Man IM5 1GN 
Permitted,21/01500/B,Installation of replacement window to rear elevation,31-Jan-22,Head of Development Management,Flat 2 Oakwood Mount Bradda Douglas Isle Of Man IM1 4AS 
Permitted,21/01503/C,Additional use of gardens as a wedding venue,25-Feb-22,Planning Committee,Kielthusthag Lodge Smeale Ramsey Isle Of Man IM7 3EB 
Refused,21/01504/B,Erection of a dwelling with associated parking,29-Sep-22,Principal Planner- North (CB),Leyton Victoria Road Douglas Isle Of Man IM2 6AQ
Permitted,21/01505/B,Creation of 1st floor extension above existing garage and creation of single storey rear extension and extension of driveway and access,28-Mar-22,Head of Development Management,12 Auldyn Walk Ramsey Isle Of Man IM8 2TN 
Permitted,21/01506/B,Installation of replacement white framed UPVC windows at third floor level,25-Jan-22,Principal Planner - South (JS),Apartment 21 Piccadilly Court Queens Promenade Douglas Isle Of Man IM2 4NS 
Permitted,21/01507/B,Erection of a two storey extension to side elevation,04-Feb-22,Principal Planner - South (JS),25 Oak Road Ballawattleworth Peel Isle Of Man IM5 1WB 
Application Withdrawn,21/01508/B,Re siting of two bungalows,02-Aug-22,Withdrawn,School Hill - Westhill  Castletown IM91HS
Permitted,21/01511/B,"Alterations, erection of rear extension and installation of a rear roof dormer",18-May-22,Principal Planner- North (CB),2 Ballaquane Park Peel Isle Of Man IM5 1PT
Certificate of Lawfulness AGREED,21/01512/LAW,"Certificate of lawful development for the erection of a greenhouse, detached garage, shed, and garden walls",02-Mar-22,Director 2017+,Cloughwilley Tosaby Road St Marks Ballasalla Isle Of Man IM9 3AN 
Permitted,21/01513/CON,Repairs to existing window and internal repairs to ceiling and roof space RB.136,18-Jan-22,Principal Planner - South (JS),The Court House Main Road Kirk Michael Isle Of Man IM6 1AJ 
Permitted,21/01514/B,Creation of off road parking and vehicular access.,04-Feb-22,Head of Development Management,4 Western Avenue Douglas Isle Of Man IM1 4ER
Application Withdrawn,21/01515/B,Erection of 2 detached dwellings with associated parking,20-Jan-22,Withdrawn,Land Between Glas Choille And Winston Glen Auldyn Ramsey Isle Of Man  
Permitted,21/01516/B,Installation of cladding to dwelling,24-Jun-22,Head of Development Management,Ginza Mill Road Surby Port Erin Isle Of Man IM9 6QP 
Permitted,21/01517/B,Retrospective application for the installation of a sprinkler system tank and pump with housing,24-Feb-22,Principal Planner- North (CB),Waste Management Facility Richmond Hill Douglas Isle Of Man IM4 1JL 
Permitted,21/01518/C,Change of use from offices to dwelling houses with additional tourist use.,10-Feb-22,Head of Development Management,8 - 9 Myrtle Street Douglas Isle Of Man IM1 1ED 
Permitted,21/01519/B,Installation of replacement windows and doors,15-Feb-22,Principal Planner - South (JS),66 -70 Malew St & 11A - 17 Mill St.  Castletown Isle Of Man
Permitted,21/01520/B,Erection of a first floor extension above garage,25-Apr-22,Principal Planner - South (JS),Skerries 3 First Avenue Douglas Isle Of Man IM2 6BA
Permitted,21/01521/B,"Alterations, erection of side and rear extension and creation of roof terrace with associated stairs",30-May-22,Principal Planner- North (CB),Orry Cottage Ramsey Road Peel Isle Of Man IM5 2AF
Permitted,21/01522/B,Erection of a single storey extension to rear elevation,08-Feb-22,Head of Development Management,72 Royal Avenue Onchan Isle Of Man IM3 1LB
Permitted,21/01523/B,Installation of replacement conservatory roof and rooflights,15-Feb-22,Principal Planner - South (JS),12 Milner Terrace Castletown Isle Of Man IM9 1AJ
Permitted,21/01524/B,Installation of new sliding doors to existing first floor balcony,08-Feb-22,Head of Development Management,Marigold House 27 Majestic Drive Onchan Isle Of Man IM3 2JL
Permitted,21/01525/B,Alterations and erection of an extension to existing dwelling,08-Feb-22,Principal Planner- North (CB),Moon Cottage 1 Port Jack Onchan Isle Of Man IM3 1ED 
Permitted,21/01526/B,Erection of a dwelling,15-Feb-22,Principal Planner - South (JS),Plot 52 17 River Meadows Castletown Isle Of Man IM9 1DU 
Permitted,21/01527/B,Variation of Condition 1 of PA 17/00976/B for an extension of time for a further 4 years - VARIED TO 2 YEARS by Planning Committee,12-May-22,Planning Committee,Bay View Hotel Primrose Terrace Port St. Mary Isle Of Man IM9 5AP
Permitted,21/01528/B,Alterations and installation of a new vehicle and pedestrian entrance gate,23-Feb-22,Head of Development Management,Car Park Lord Street Douglas Isle Of Man IM1 1LE
Permitted,21/01529/B,Installation of replacement shopfront,04-Feb-22,Head of Development Management,19 Strand Street Douglas Isle Of Man IM1 2ED
Permitted,21/01530/B,Erection of raised decking to rear elevation (retrospective),23-Feb-22,Head of Development Management,73 Port E Chee Avenue Douglas Isle Of Man IM2 5EZ
Permitted,21/01531/B,Alterations and erection of an extension to side elevation,12-Apr-22,Planning Committee,Moaney Moar Farm Ballabooie Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1HR 
Permitted,21/01532/B,Erection of a sun lounge to rear of property,21-Feb-22,Head of Development Management,Sunny Bank Peveril Road Peel Isle Of Man IM5 1PF
Permitted,21/01533/B,Removal of existing redundant chimney stack,08-Feb-22,Head of Development Management,14 - 16 St Georges Street Douglas Isle Of Man IM1 1AH
Permitted,21/01534/B,Replacement front door,08-Feb-22,Head of Development Management,Granary Cottage Charles Street Close Peel Isle Of Man IM5 1DT 
Permitted,21/01535/B,Installation of additional telecommunication equipment - creation of site access track & erection of compound fencing,07-Jun-22,Principal Planner - Enf (AM),Carnane Transmitter Site Old Castletown Road Douglas Isle Of Man IM4 1AF 
Permitted,21/01536/B,Erection of a single storey extension to front elevation,04-Apr-22,Head of Development Management,6 Links Close Peel Isle Of Man IM5 1DG
Deemed withdrawn,21/01537/B,Erection of tourist accommodation and marquee for the period 1st May to 30th September 2022,17-Aug-22,Withdrawn,Former Swimming Pool Site  Marine Parade Peel IM5 1PN 
Permitted,21/01538/D,Installation of illuminated signage,02-Mar-22,Director 2017+,27 Athol Street Douglas Isle Of Man IM1 1LB
Permitted,21/01539/B,Alterations and erection of a two storey extension,08-Apr-22,Head of Development Management,Ballacallin House Niarbyl Road Dalby Isle Of Man IM5 3BS
Permitted,21/01540/B,Erection of 6 residential dwellings with associated infrastructure and landscaping,01-Sep-22,Planning Committee,Bix House And Land To Rear Farmhill Lane Douglas Isle Of Man IM2 2EB
Refused,21/01541/B,Demolition of existing garage & erection of single storey rear extension,26-Aug-22,Head of Development Management,8 Primrose Avenue Douglas Isle Of Man IM1 4EB
Permitted,21/01542/B,Erection of rear extension,14-Feb-22,Principal Planner - South (JS),9 Knock Rushen Scarlett Castletown Isle Of Man IM9 1TQ 
Permitted,21/01543/C,Change of use from office to a residential dwelling,08-Feb-22,Head of Development Management,35 Hope Street Douglas Isle Of Man IM1 1AR
Permitted,21/01544/CON,Demolition of garage / store & rear boundary wall,15-Feb-22,Principal Planner- North (CB),8 Primrose Avenue Douglas Isle Of Man IM1 4EB
Permitted,21/01545/B,Extension to side and rear of dwelling,30-Mar-22,Head of Development Management,Casseyder 1 Church View Court Ballakilley Port Erin Isle Of Man IM9 6DZ 
Permitted,21/01546/B,Raising of patio at rear of property,08-Feb-22,Head of Development Management,Lytchett Mount Auldyn Ramsey Isle Of Man IM8 3PJ
Permitted,21/01547/B, Erection of a single storey extension to the rear elevation and installation of flue,30-Mar-22,Head of Development Management,17 Kissack Road Castletown Isle Of Man IM9 1NP
Permitted,21/01548/B,Installation of an air source heat pump,23-Feb-22,Head of Development Management,Birch Holme 14 Droghadfayle Road Port Erin Isle Of Man IM9 6EL 
Permitted,21/01549/B,Alterations and erection of extensions to provide Car Port and additional living accommodation to dwelling,04-Feb-22,Planning Committee,Cooil Ny Cronk Ballure Ramsey Isle Of Man IM7 1AD 
Permitted,21/01551/B,"Installation of 3 tanks for the storage of chemical, Yara Nutriox.",24-May-22,Planning Committee,Meary Veg Sewage Treatment Works Balnahowe Santon Isle Of Man IM4 1HL 
Refused,21/01552/B,Replacement of existing garage with two storey extension to rear/side of house. Internal remodelling of the existing house including replacement windows and associated works,02-Sep-22,Principal Planner - Enf (AM),Sabie Ballanard Road Douglas Isle Of Man IM2 5PT
Permitted,21/01553/B,"Rear/side single storey extension to create utility room, associated internal and external works.",08-Feb-22,Head of Development Management,Cushag 10 Shore Road Laxey Isle Of Man IM4 7DE
Permitted,21/01554/B,Erection of a single storey extension to rear of dwelling,12-Apr-22,Principal Planner - South (JS),64 High View Road Douglas Isle Of Man IM2 5BR
Permitted,21/01555/MCH,Minor Change application to PA 20/00053/B involving alterations to approved windows,01-Mar-22,Director 2017+,Highfield Howe Road Port St. Mary Isle Of Man IM9 5LB
Permitted,21/01556/B,Installation of composting toilet on Golf course.,02-Mar-22,Director 2017+,Douglas Golf Course Pulrose Road Douglas Isle Of Man IM2 1AE 
Permitted,21/01557/B,Alterations and erection of an extension to the front elevation,30-Mar-22,Head of Development Management,25 Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ
Permitted,21/01558/B,Installation of replacement windows,04-Apr-22,Principal Planner- North (CB),22 Bridge Street Peel Isle Of Man IM5 1NF
Permitted,21/01559/B,Erection of a detached garage,04-Mar-22,Director 2017+,Carefree Cottage Mount Rule Douglas Isle Of Man IM4 4HT 
Permitted,21/01560/B,Alterations including roofing works and erection of an extension to rear elevation,08-Feb-22,Head of Development Management,Farrants Fort St Judes Isle Of Man IM7 2EN 
Permitted,21/01561/B,Installation of disabled ramp access and new shop front,22-Mar-22,Head of Development Management,1 Dale Street And 2 Market Place Ramsey Isle Of Man IM8 1BJ 
Permitted,21/01562/B,Installation of replacement windows,15-Feb-22,Principal Planner - South (JS),44 Selborne Drive Douglas Isle Of Man IM2 3NH
Permitted,21/01563/B,Installation of replacement front door,15-Feb-22,Principal Planner - South (JS),38 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,21/01564/B,Conversion of office to living accommodation including the creation of a rear terrace,10-Feb-22,Head of Development Management,1st Floor Office   31B Derby Road Douglas Isle Of Man IM2 3ES
Permitted,21/01565/B,Conversion of offices to create a fitness and wellbeing centre,16-Mar-22,Planning Committee,Former B C S House Peel Road Braddan Douglas Isle Of Man IM4 4LE 
Permitted,21/01567/B,"Replacement of existing dwelling with the erection of 7 detached dwellings with integral garages and associated access, drainage and landscaping",24-Jun-22,Planning Committee,Netherby Douglas Road Castletown Isle Of Man IM9 1TN
Permitted,21/01568/D,Installation of illuminated signage,18-Mar-22,Planning Committee,B C S House Peel Road Braddan Douglas Isle Of Man IM4 4LE 
Permitted,21/01569/B,Erection of a care home and day care centre with associated parking and both hard and soft landscaping,21-Oct-22,Planning Committee,Cooil-Ny-Marrey Waterloo Road Ramsey Isle Of Man IM8 1EQ
Permitted,21/01570/B,Installation of replacement roof tiles,31-Jan-22,Head of Development Management,6 Westmount Douglas Isle Of Man IM1 4AX
Permitted,21/01571/B,Erection of a detached garage and storage building (part retrospective),25-Apr-22,Head of Development Management,1 Kneale Court Claughbane Drive Ramsey Isle Of Man IM8 2AP 
Refused,21/01572/B,Erection of a shed with the additional use as a gym/personal training business,04-Feb-22,Head of Development Management,Sulby 7 Second Avenue Douglas Isle Of Man IM2 6AW
Permitted,21/01574/B,Widening of an existing vehicular access,24-Mar-22,Head of Development Management,Garlenda 23 Fairway Drive Ramsey Isle Of Man IM8 2BB
Permitted,21/01575/B,"Proposed Extension to form Kitchen and Family Room, Widen existing drive and alterations of existing wall and roof finishes",30-Mar-22,Head of Development Management,22 Ballastrooan Colby Isle Of Man IM9 4NR
Permitted,21/01577/C,Additional use of residential property as tourist accommodation,08-Feb-22,Head of Development Management,8 Traie Twoaie Ramsey Isle Of Man IM8 3DB 
Permitted,21/01578/B,Erection of a replacement storage building with associated roller shutter door,22-Mar-22,Head of Development Management,69 Parliament Street Ramsey Isle Of Man IM8 1AY 
Permitted,21/01579/CON,"Demolition of dwelling, cafe, garage and outbuildings",31-Jan-22,Head of Development Management,Cliffside And End Cafe The Promenade Laxey Isle Of Man IM4 7DD 
Permitted,21/01580/B,Erection of extension with associated external landing and staircase,21-Feb-22,Principal Planner- North (CB),Laurel Bank Rencell Hill Laxey Isle Of Man IM4 7BJ
Permitted,21/01581/B,Alterations and erection of an extension to side elevation,08-Feb-22,Head of Development Management,Burleigh Richmond Road Ramsey Isle Of Man IM8 3PA
Permitted,21/01582/B,Installation of two replacement first floor windows to front elevation,04-Apr-22,Head of Development Management,Bay Crest 3 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP
Permitted,22/00001/B,"Alterations to existing garage into utility room, including replacing windows and doors to the front, rear and side elevations. Removal of rear chimney stack and associated works.",10-Feb-22,Head of Development Management,23 Whitebridge Road Onchan Isle Of Man IM3 4HQ
Permitted,22/00002/B,Erection of a Summer house to the rear of the property,16-Mar-22,Principal Planner- North (CB),4 Manor Woods Douglas Isle Of Man IM2 2PE 
Permitted,22/00003/B,Erection of detached summer house/office to the rear garden,22-Jun-22,Head of Development Management,39 Sunningdale Drive Onchan Isle Of Man IM3 1EL
Permitted,22/00004/B,First floor extension above existing garage and a single storey extension to the rear with associated works.,08-Feb-22,Head of Development Management,67 Ard Reayrt Laxey Isle Of Man IM4 7QQ 
Refused,22/00005/B,Conversion of attic space to bedroom with front and rear dormers and associated works,21-Feb-22,Head of Development Management,14 Inner Circle Douglas Isle Of Man IM2 5BE
Permitted,22/00006/B,Erection of a single storey extension to rear of property,28-Mar-22,Principal Planner- North (CB),63 Ard Reayrt Laxey Isle Of Man IM4 7QQ 
Permitted,22/00007/B,Erection of Polytunnel structure with associated works,29-Mar-22,Planning Committee,Ballaoates Farm Ballavagher Road St Johns Isle Of Man IM4 3JE
Permitted,22/00008/B,Installation of roof windows and associated balconies to front and rear elevations of dwelling,17-Feb-22,Head of Development Management,5 Windsor Terrace Douglas Isle Of Man IM1 3LU
Permitted,22/00009/B,Replacement of existing rear rooflight with a dormer window and erection of a summer house to the rear,13-Jul-22,Head of Development Management,Squeen Lodge Station Road Ballaugh Isle Of Man IM7 5AH
Permitted,22/00012/C,Additional use of office as a GP clinic,18-Mar-22,Head of Development Management,Unit 22 Tower House Loch Promenade Douglas Isle Of Man IM1 2EZ
Permitted,22/00013/D,Installation of illuminated and non-illuminated signage,30-Mar-22,Head of Development Management,Transport HQ Banks Circus Douglas Isle Of Man IM1 5AB
Permitted,22/00014/B,Removal of 38 shared chimney stacks from above roof level,29-Mar-22,Head of Development Management,Odd Numbers From 1 To 103 Heather Crescent Even Numbers From 36 To 82 Hazel Crescent Douglas Isle Of Man IM2 1AU
Permitted,22/00017/B,Alterations and erection of extensions,10-Nov-22,Principal Planner - South (JS),39 Douglas Street Peel Isle Of Man IM5 1BB
Permitted,22/00018/CON,Registered Building consent for demolition elements to PA 22/00017/B,10-Nov-22,Principal Planner - South (JS),39 Douglas Street Peel Isle Of Man IM5 1BB
Permitted,22/00019/B,Removal of two chimney stacks,04-Mar-22,Director 2017+,39 Douglas Street Peel Isle Of Man IM5 1BB
Permitted,22/00020/B,Additional use of existing 2 storey annex for tourist use,08-Apr-22,Principal Planner - Enf (AM),Ballacallum Cottage Ballaragh Road Laxey Isle Of Man IM4 7PE 
Permitted,22/00021/B,Installation of replacement windows and doors to front and rear elevations,09-May-22,Principal Planner- North (CB),5 Hildesley Road Douglas Isle Of Man IM2 5AU
Permitted,22/00022/CON,Registered Building consent for demolition elements to PA 22/00019/B,04-Mar-22,Director 2017+,39 Douglas Street Peel Isle Of Man IM5 1BB
