Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,19/01341/B,Installation of replacement shop front,04-Feb-20,Principal Planner- North (CB),65 Strand Street Douglas Isle Of Man IM1 2EN 
Permitted,19/01342/B,Creation of two apartments (retrospective),05-Feb-20,Principal Planner - South (SC),Sea View Flats 1 & 2 To Rear Of Queens Promenade Ramsey Isle Of Man  
Permitted,19/01343/B,"Installation of an above ground diesel tank (25,000 litres) with screen",12-May-20,Planning Committee,Filling Station Corkills Garage Main Road Onchan Isle Of Man  
Permitted,19/01344/A,Approval in principle for the erection of 34 industrial / commercial units addressing siting and means of access,17-Aug-20,Director 2017+,Land Off Harcourt Drive Balthane Industrial Estate Ballasalla Isle Of Man  
Permitted,19/01345/B,Erection of ground floor extension,30-Jan-20,Head of Development Management,The Firs Glen Wyllin Kirk Michael Isle Of Man IM6 1AW 
Permitted,19/01346/B,Installation of air source heat pumps and roof mounted solar panels,04-Feb-20,Principal Planner- North (CB),Wallberry Farm Old Castletown Road Douglas Isle Of Man IM4 1AQ 
Permitted,19/01347/B,Installation of roof lights to side elevation,29-Jan-20,Principal Planner - South (SC),Flat Above   73 Parliament Street Ramsey Isle Of Man IM8 1AQ
Permitted,19/01348/B,Conversion of barns to create two residential dwellings with additional use as tourist accommodation,13-May-20,Head of Development Management,Ballaglass Farm Buildings Corony Ramsey Isle Of Man IM7 1ES 
Permitted,19/01349/B,Installation of air source heat pump,29-Jan-20,Principal Planner - South (SC),11 Castlemona Avenue Douglas Isle Of Man IM2 4EA
Permitted,19/01350/B,Erection of agricultural building,20-Feb-20,Principal Planner - South (SC),West Kimmeragh West Kimmeragh Road Bride Isle Of Man IM7 4BA
Permitted,19/01351/B,"Installation of a flue to rear elevation, re location of attic restaurant to ground floor and change of use of attic area to retail (Class 1)",05-Feb-20,Principal Planner - South (SC),9 - 11 Duke Street Douglas Isle Of Man  
Permitted,19/01352/B,Erection of a detached garage and creation of a driveway and vehicular access,17-Jan-20,Head of Development Management,96 Ballamaddrell Port Erin Isle Of Man IM9 6AZ
Permitted,19/01353/B,Alterations and erection of single storey extensions to side and rear elevations,30-Jan-20,Head of Development Management,96 Ballamaddrell Port Erin Isle Of Man IM9 6AZ
Permitted,19/01354/C,Temporary change of use of agricultural building to storage for TT and MGP / Festival of Motorcycling course safety equipment,21-Feb-20,Planning Committee,Field 310653 Bwoalliecowle Farm Staarvey Road Peel Isle Of Man  
Permitted,19/01355/CON,Registered building consent for roof repair works,23-Jan-20,Head of Development Management,21 Governors Road Onchan Isle Of Man IM3 1AY
Permitted,19/01356/B,Erection of extension to north elevation to provide entrance lobby and toilet,17-Jan-20,Head of Development Management,Glen Mona Hotel Glen Mona Ramsey Isle Of Man IM7 1HF 
Permitted,19/01357/B,"Alterations to property to prov, erection of two storey extension, erection of replacement workshop",04-Feb-20,Principal Planner - South (SC),12 Lime Street Port St. Mary Isle Of Man IM9 5ED
Permitted,19/01358/B,Conversion of first and second floors from office (Class 4) to four residential apartments,19-Feb-20,Planning Committee,Prospect Hotel 23 Prospect Hill Douglas Isle Of Man IM1 1ET 
Permitted,19/01359/B,Installation of two 10 cycle shelters,11-Mar-20,Head of Development Management,Upper School  St Ninians High School Ballaquayle Road Douglas Isle Of Man IM2 5RA
Permitted,19/01360/B,Erection of extension to rear elevation,17-Jan-20,Head of Development Management,12 Copse Hill Douglas Isle Of Man IM2 1ND
Permitted,19/01361/B,Removal of a rear chimney stack,20-Jan-20,Head of Development Management,11 Dumbells Terrace Laxe Isle Of Man IM4 7NY
Permitted,19/01362/B,"Alterations, erection of extensions, landscaping works and installation of a canopy",28-Jan-20,Planning Committee,Berk Farm House Peel Road Kirk Michael Isle Of Man IM6 1AP
Permitted,19/01363/B,Erection of extension to rear and side elevations,20-Jan-20,Head of Development Management,6 Third Avenue Douglas Isle Of Man IM2 6AL
Permitted,19/01364/B,Erection of a front porch,04-Feb-20,Principal Planner- North (CB),73 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RN
Permitted,19/01365/B,Permanent installation of existing mobile satellite antenna unit at ground level,05-Feb-20,Principal Planner - Enf (AM),Greenlight House Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QJ 
Permitted,19/01366/B,Extension of existing driveway and vehicular access sufficient to provide space for wheelchair access,20-Jan-20,Head of Development Management,25 Close Famman Port Erin Isle Of Man IM9 6BL 
Permitted,19/01367/B,Installation of replacement windows to rear annex,20-Jan-20,Head of Development Management,Inglewood 26 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NF 
Permitted,19/01368/B,"Installation of polycarbonate window protection to north, south and west elevations",19-Feb-20,Planning Committee,St Catherines Church Church Road Port Erin Isle Of Man  
Permitted,19/01369/B,"Replacement of conservatory roof with tiled roof, removal of bathroom window, and installation of roof light and sun tunnel.",20-Jan-20,Head of Development Management,59 Selborne Drive Douglas Isle Of Man IM2 3NJ 
Permitted,19/01370/B,Installation of flue from wood burning stove at rear of property.,10-Mar-20,Head of Development Management,38 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2HY
Permitted,19/01371/B,Installation of air source heat pump,20-Jan-20,Head of Development Management,Brandon Chapel Lane Baldrine Isle Of Man IM4 6DG
Permitted,19/01372/B,"Replacement of first floor windows, ground floor kitchen window and rear door with pvc units, and replacement front door with composite door.",20-Jan-20,Head of Development Management,6 Rivers Court Glen Road Laxey Isle Of Man IM4 7AG
Permitted,19/01373/B,Installation of a flue,10-Feb-20,Head of Development Management,20 Close Corlett Peel Isle Of Man IM5 1QH 
Permitted,19/01374/B,Replacement roof covering to property,20-Jan-20,Head of Development Management,Thie Ellyn Withington Road Douglas Isle Of Man IM2 3BF 
Application Withdrawn,19/01375/B,Single storey extension to rear of property (retrospective),13-Jan-20,Withdrawn,16 Birch Hill Avenue Onchan Isle Of Man IM3 4EW
Permitted,19/01376/B,"Change of use of agricultural land to driving range and the erection of new driving range building, and the change of use of existing driving range land back to agricultural use including the demolition of existing driving range building",17-Jul-20,Planning Committee,Part Field 510218 Comis Mount Murray Golf Club Santon Isle Of Man  
Permitted,19/01377/B,Blocking up of existing entrance door,20-Jan-20,Head of Development Management,Grianagh Curragh Road St Johns Isle Of Man IM4 3LN
Permitted,19/01378/B,Erection of first floor extension to rear elevation,20-Jan-20,Head of Development Management,Cooilbane Cottage Ballacaley Road Sulby Isle Of Man IM7 2HR 
Permitted,19/01379/B,"Creation of a doorway from existing window, access ramp, extension of existing driveway and additional use of residential dwelling for tourist accommodation",31-Mar-20,Principal Planner - South (SC),Ballawattleworth House Tynwald Road Peel Isle Of Man IM5 1JP
Permitted,19/01380/B,Alterations and erection of front porch extension (retrospective),20-Jan-20,Head of Development Management,Hilltop Howe Road Port St. Mary Isle Of Man IM9 5PR
Permitted,19/01381/B,"Creation of picnic area on agricultural land, and creation of pond (both elements retrospective).",17-Mar-20,Planning Committee,Ballacallin Court Gordon Peel Isle Of Man IM5 3AR 
Permitted,19/01382/B,"Alterations, installation of doors, and creation of first floor balcony",20-Jan-20,Head of Development Management,17 Alexander Drive Douglas Isle Of Man IM2 3QD
Permitted,19/01383/B,Erection of a replacement dwelling with associated curtilage and vehicular access,16-Mar-20,Planning Committee,Hillside Cottage Ballaoates Road Castleward Douglas Isle Of Man IM4 5EJ 
Permitted,19/01384/B,"Removal of two shipping containers (retrospective) and erection of a detached maintenance building to store equipment, materials and animal food stuffs",16-Mar-20,Planning Committee,Field 314107 Land At Ballanayre Ramsey Road Peel Isle Of Man  
Permitted,19/01385/B,"Rear extension to create additional living accommodation at ground and first floor, raising of existing roof level and removal of two chimneys",10-Feb-20,Head of Development Management,Carrick Beg The Level Colby Isle Of Man IM9 4AF
Permitted,19/01386/D,Erection of information board next to the perimeter fence of the school playground.,30-Jan-20,Head of Development Management,Foxdale Primary School Mines Road Foxdale Isle Of Man IM4 3EX
Permitted,19/01387/B,Alterations to dwelling,10-Mar-20,Head of Development Management,Kerrowkneale Summerhill Road Jurby Isle Of Man IM7 3BR
Permitted,19/01388/B,Alterations and erection of extension to provide garage and additional living accommodation,10-Mar-20,Head of Development Management,4 Grenea Cottages Shore Road Kentraugh Port St. Mary Isle Of Man IM9 5NB
Permitted,19/01389/B,"Conversion of existing garage to living accommodation, extension to provide utility room, replacement of window with patio door and juliette balcony, creation of external staircase, erection of detached garage and alterations to vehicular access and and r",11-Mar-20,Head of Development Management,The Elms 3 The Crescent Ramsey Isle Of Man IM8 2JN
Refused,19/01390/B,Alterations to boundary facing Little Switzerland including erection of timber fencing on existing wall and alterations to existing raised planter area.,20-Jan-20,Head of Development Management,Coardailys Little Switzerland Douglas Isle Of Man IM2 6AG
Permitted,19/01391/B,Erection of an extension to replace existing conservatory,12-Feb-20,Principal Planner- North (CB),1 The Millrace Sulby Isle Of Man IM7 2HT
Permitted,19/01392/B,Erection of an extension to replace existing conservatory,10-Feb-20,Head of Development Management,20 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,19/01393/B,Construction of raised puffin crossing,30-Jan-20,Head of Development Management,Victoria Street Junction With Duke Street Douglas Isle Of Man  
Permitted,19/01394/B,"Alterations, erection of extension and installation of a replacement septic tank",30-Jan-20,Head of Development Management,Ballaquinnea Beg Braaid Road Glen Vine Isle Of Man IM4 2AH 
Permitted,19/01395/B,Replacement of existing glazed conservatory roof with tile and installation of a flue,30-Jan-20,Head of Development Management,10 Church Close Lonan Laxey Isle Of Man IM4 7JY
Permitted,19/01396/B,"Erection of seven detached dwellings with integral garages including access roads, drainage and landscaping",29-Jul-20,Planning Committee,Ballagarey Nurseries Greeba Avenue Glen Vine Isle Of Man IM4 4ED
Certificate of Lawfulness AGREED,19/01397/LAW,Application for certificate of Lawful Development for a replacement conservatory,22-Jan-20,Principal Planner - South (SC),Bollindene Tennis Road Douglas Isle Of Man IM2 3LN
Permitted,19/01398/B,Erection of a detached garage and extension of existing driveway,14-Feb-20,Head of Development Management,22 Carrick Park Sulby Isle Of Man IM7 2EY
Permitted,19/01399/B,Widening of driveway and access,30-Jan-20,Head of Development Management,18 Woodlands View Douglas Isle Of Man IM2 2BT
Permitted,19/01400/B,Erection of a detached log cabin to provide a hobbies room,20-Feb-20,Principal Planner - South (SC),Fairfield Agneash Laxey Isle Of Man IM4 7NP 
Permitted,19/01401/B,Erection of extension to existing detached garage to provide storage space,17-Feb-20,Head of Development Management,Sandygate House Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF 
Refused,19/01402/A,Approval in principle for the erection of a detached dwelling,04-Dec-20,Planning Committee,Land Parcel Adjacent To Ballasalla House Bridge Road Ballasalla Isle Of Man  
Permitted,19/01403/B,Erection of a detached building to provide a studio in association with existing dwelling,29-Jan-20,Principal Planner - South (SC),Cronk Ashin Ballaskeig Ballafayle Road Cornaa Ramsey Isle Of Man IM7 1EE 
Permitted,19/01404/B,Creation of seven roller shutter doors and seven personnel doors to East elevation and seven personnel doors to West elevation,12-Feb-20,Head of Development Management,Industrial Building Wilson And Collins Ltd Port Way Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AJ 
Permitted,19/01405/B,"Alterations, erection of rear extension and creation of rear patio",12-Feb-20,Head of Development Management,12 Mountain View Peel Isle Of Man IM5 1QD
Permitted,19/01406/B,Erection of extension to rear elevation,13-Feb-20,Head of Development Management,10 Mountain View Peel Isle Of Man IM5 1QD
Permitted,19/01407/B,Removal of existing dormer and installation of new roof light and adjustment of position of existing roof lights,13-Feb-20,Head of Development Management,27 Athol Street Douglas Isle Of Man IM1 1LB
Permitted,19/01408/B,Erection of 16 dwellings with associated infrastructure and landscaping works (revised scheme to approved PA 18/00862/B),01-Jun-20,Planning Committee,Annacur House Annacur Lane Douglas Isle Of Man IM2 2EA
Refused,19/01409/B,Conversion and erection of extension of barn to provide ancillary living accommodation,30-Jul-20,Head of Development Management,Briarfield Grenaby Road Ballasalla Isle Of Man IM9 3DP
Permitted,19/01410/B,Installation of a heat pump to replace existing boiler,13-Feb-20,Head of Development Management,44 Ballabrooie Way Douglas Isle Of Man IM1 4ES
Permitted,19/01411/B,Installation of a heat pump to replace boiler,13-Feb-20,Head of Development Management,2 Lhargan Port St. Mary Isle Of Man IM9 5AR
Permitted,19/01412/B,Installation of flue for a wood burner,25-Feb-20,Principal Planner- North (CB),5 Gardeners Lane Ramsey Isle Of Man IM8 2PR
Permitted,19/01413/B,Erection of an extension,24-Feb-20,Principal Planner- North (CB),Victoria House Nursery Victoria Road Douglas Isle Of Man IM2 4AJ 
Permitted,19/01414/B,Installation of a flue,05-Mar-20,Head of Development Management,Auldyn Lodge Mount Auldyn Ramsey Isle Of Man IM8 3PJ
Permitted,19/01415/B,Alterations and creation of balcony to rear elevation,19-Feb-20,Planning Committee,Ballakaneen Chapel Andreas Road Andreas Isle Of Man IM7 4EN 
Permitted,19/01416/B,"Alterations, erection of a first floor extension, erection of a two storey extension, relocation of existing conservatory and extension of decking",06-Mar-20,Planning Committee,4 Park Close Glen Vine Isle Of Man IM4 4HB
Permitted,19/01417/B,Alterations and extension to rear elevation,13-Feb-20,Head of Development Management,15 Close Corneil Port Erin Isle Of Man IM9 6BN
Permitted,19/01418/B,Erection of replacement sun lounge,27-Feb-20,Head of Development Management,9 Inner Circle Douglas Isle Of Man IM2 5BE
Permitted,19/01419/B,Replacement of existing UPVC windows to second floor rear bedroom with UPVC emergency egress windows.,13-Feb-20,Head of Development Management,Mariners House Back Shore Road Laxey Isle Of Man IM4 7DQ
Permitted,19/01420/B,Alterations to side elevation to remove windows and install bi-fold door.,13-Feb-20,Head of Development Management,Glen Royal Glen Road Laxey Isle Of Man IM4 7AP
Refused,19/01421/B,Erection of 11 units for general industrial/light industrial/storage/distribution with associated parking,10-Jun-20,Planning Committee,Former Bulk Gas Storage Installation Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AG 
Permitted,19/01422/C,"Change of use of existing storage area, drivers mess and managers office to additional offices, lounge and general purpose room",20-Feb-20,Planning Committee,British Red Cross Building Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ 
Permitted,19/01423/C,Additional use of existing dwellings as tourist accommodation,13-Feb-20,Head of Development Management,Ellan Vannin And Packet House The Quay Castletown Isle Of Man IM9 1LD
Permitted,19/01424/B,Conversion of garage to additional living space,27-Feb-20,Head of Development Management,8 Windermere Drive Onchan Isle Of Man IM3 2DW
Permitted,19/01425/B,Installation of two new windows at first floor level to rear.,13-Feb-20,Head of Development Management,Unit 2 Balthane Park Balthane Ballasalla Isle Of Man IM9 2AX 
Permitted,19/01426/B,Erection of an indoor equestrian arena and store,19-May-20,Planning Committee,Sunnycroft Rhendhoo Road Jurby Isle Of Man IM7 3HB
Permitted,19/01427/C,Change of use from estate agents to a hairdressers (retrospective),04-Feb-20,Principal Planner - South (SC),Shop 1 27 Parliament Street Ramsey Isle Of Man IM8 1AS 
Permitted,19/01428/B,Erection of summerhouse (retrospective),06-Mar-20,Planning Committee,Hillingford Jurby Road Ramsey Isle Of Man IM8 3PL
Permitted,19/01429/B,"Raising of stone walls, infill to old house remains and changes to site levels (retrospective)",19-Feb-20,Planning Committee,Part Field 224318 Next To Ballaugh Bridge  Glen Road Ballaugh Isle Of Man  
Application Withdrawn,19/01430/C,Change of use from retail to office use,03-Feb-20,Withdrawn,8 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF 
Permitted,19/01431/B,Erection of solar photovoltaic panels,18-Feb-20,Planning Committee,Part Of Field 434107 Adjacent To Gatekeeper Cottage Ballawoods Douglas Road Ballasalla Isle Of Man  
Permitted,19/01432/B,Erection of mobile kiosk for sale of farm produce,12-May-20,Planning Committee,High Tilt Douglas Road Kirk Michael Isle Of Man IM6 1AS
Permitted,19/01433/B,Removal of chimney stack,04-Mar-20,Principal Planner- North (CB),Slieau Chairn Blackberry Lane Onchan Isle Of Man IM3 1NR
Permitted,19/01434/B,Removal of chimney stacks and replacement of roof tiles,26-Feb-20,Principal Planner- North (CB),Chip Shop And Mini-Market 1-3 Clagh Vane Ballasalla Isle Of Man IM9 2HR 
Permitted,19/01435/B,Erection of a detached dwelling,12-Mar-20,Head of Development Management,Land West Of Rosebank & Opposite Laxey Camp Site Quarry Road Laxey Isle Of Man IM4 7DU 
Permitted,19/01436/B,Alterations including replacement of window and door with sliding doors and extension of external steps.,13-Feb-20,Head of Development Management,Jesmond Port Lewaigue Close Port Lewaigue Ramsey Isle Of Man IM7 1AH
Permitted,19/01438/B,"Alterations, erection of extension, enlargement of existing window, creation of new window, installation of cladding, rendering works and installation of a flue",16-Apr-20,Principal Planner - South (SC),Cronk Cooag 4 Moaney Quill Close Laxey Isle Of Man IM4 7JL
Permitted,19/01440/B,"Installation of fencing, formation of parking and bin area and change of use from workshop/garage/offices to a distillery with ancillary offices (Class 4) and shop (Class 1)",06-Feb-20,Head of Development Management,Garage/workshop Parsonage Road Ramsey Isle Of Man IM8 2EE 
Permitted,19/01441/B,Erection of replacement dwelling,13-Mar-20,Planning Committee,Ballacain Cottage Lhagg Road Dalby Isle Of Man IM5 3BU
Certificate of Lawfulness AGREED,19/01442/LAW,Certificate of Lawful Use for the erection of a replacement sun room,12-Feb-20,Head of Development Management,15 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EH
Permitted,19/01443/B,Erection of an agricultural barn,06-Mar-20,Planning Committee,Trollaby Farm Trollaby Lane Union Mills Isle Of Man IM4 4AW 
Permitted,19/01445/B,"Alterations to property including replacement windows, cladding to front elevation, fixed awnings and formation of a recess for a pizza vending machine.",13-Feb-20,Head of Development Management,12-14 Clinches Court North Quay Douglas Isle Of Man IM1 4LH
Permitted,19/01446/CON,"Registered Building Consent for the demolition of rear conservatory, in connection with application 19/01445/B.",13-Feb-20,Head of Development Management,12-14 Clinches Court North Quay Douglas Isle Of Man IM1 4LH
Permitted,19/01447/B,"Erection of a detached dwelling with associated detached garage, landscaping retaining walls and new vehicle access",01-Jul-20,Head of Development Management,Land Adjoining Rockwood And South Court Ramsey Road Laxey Isle Of Man  
Permitted,19/01448/B,"Erection of 17 general industrial units with associated parking and drainage, and alterations to vehicular access.",30-Sep-20,Planning Committee,Former Parkinsons Yard Peel Road Braddan Douglas Isle Of Man IM4 4LE 
Permitted,19/01449/C,"Change of use to include use classes 2, 3, 4, 5 (excluding light industrial), and 6",14-Jul-20,Planning Committee,Mountain View Innovation Centre Jurby Road Ramsey Isle Of Man IM7 2DZ 
Permitted,19/01450/B,Replacement of existing shed with flat roof garage,26-Feb-20,Principal Planner- North (CB),Hilbre Station Road Port St. Mary Isle Of Man IM9 5BF 
Permitted,19/01451/B,"Erection of extension and replacement detached garage, extension of hard standing and creation of an internal porch",13-Feb-20,Head of Development Management,Tan Coirrey Hey Brookfield Crescent Ramsey Isle Of Man IM8 2AQ 
Permitted,19/01452/B,Replacement of existing front door with composite door and UPVC surround.,05-Mar-20,Head of Development Management,2 Victoria Road Port St. Mary Isle Of Man IM9 5AF
Application Withdrawn,19/01453/A,Approval in principle for the erection of five dwellings,03-Aug-20,Withdrawn,Field 324588 Archallagan Road And Ballavar Road Eairy Isle Of Man  
Permitted,19/01454/B,Installation of flue from wood burner at rear of property,13-Feb-20,Head of Development Management,Ballaskerroo Mill Ballagawne Road Baldrine Isle Of Man IM4 6EL
Permitted,19/01455/C,Change of use to animal hydrotherapy and rehabilitation centre,12-May-20,Planning Committee,Unit 2 Block C Eden Business Park Douglas Isle Of Man IM4 2AY 
Permitted,19/01456/C,Additional use of dwelling as tourist accommodation,13-Feb-20,Head of Development Management,The Rowans Main Road Kirk Michael Isle Of Man IM6 1AH
Permitted,19/01457/B,"Erection of single storey extension to rear, and replacement of porch roof with tiled roof.",14-Feb-20,Head of Development Management,Langholm Queens Grove Ramsey Isle Of Man IM8 2JE
Permitted,19/01458/B,Erection of a two storey extension to side of property,05-Aug-20,Head of Development Management,1 Campion Way Douglas Isle Of Man IM2 7DT
Permitted,19/01459/B,Erection of a detached triple garage with storage above,26-Feb-20,Principal Planner- North (CB),80 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW 
Permitted,19/01460/B,"Alterations, erection of replacement rear extension, installation of replacement roof tiles, removal of first floor balcony, and removal of first floor window (part retrospective)",26-Feb-20,Principal Planner- North (CB),Maynrys Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PN
Permitted,19/01461/B,Alterations and erection of extension to provide additional living accommodation,03-Nov-20,Planning Committee,Spring Bank Ballamanagh Road Sulby Isle Of Man IM7 2HD
Permitted,19/01462/B,Erection of replacement dwelling with detached garage and associated access,12-May-20,Head of Development Management,Ny-Garaghyn Grove Mount Ramsey Isle Of Man IM8 3HN
Permitted,20/00001/D,Installation of illuminated and non illuminated signage,03-Mar-20,Principal Planner- North (CB),Unit 35 B & Q Store Spring Valley Industrial Estate Douglas Isle Of Man IM2 2QT
Permitted,20/00002/B,Creation of five windows to first floor Eastern elevation and three windows to lower ground floor of Southern elevation,12-Mar-20,Head of Development Management,Hotel/leisure Complex & Golf Course Comis  Mount Murray Road Mount Murray Santon Isle Of Man IM4 2HT
Permitted,20/00003/D,Installation of signage,03-Mar-20,Head of Development Management,Showroom 11 Castlemona Avenue Douglas Isle Of Man IM2 4EA
Certificate of Lawfulness AGREED,20/00004/LAW,Application for certificate of Lawful Development for installation of replacement windows and doors and removal of boundary wall to create additional off road parking,10-Mar-20,Head of Development Management,11 Wesley Terrace Douglas Isle Of Man IM1 3HG
Permitted,20/00005/MCH,Minor changes application for PA 17/00596/B involving alteration to rear and side elevations from brickwork to render to plots 110 to 112,18-Feb-20,Director 2017+,110 - 114 Royal Park Ramsey Isle Of Man IM8 3UH
Permitted,20/00006/C,Change of use from office to residential dwelling (class 3.3),19-Mar-20,Planning Committee,28 Hope Street Douglas Isle Of Man IM1 1AP
Permitted,20/00007/MCH,"Minor change application to PA16/00232/B involving alteration to rear and side elevations from brickwork to render of plots 88 to 104 and 107 to 109 and alterations to rear patio doors of plots 88, 91, 94, 96, 97, 102",18-Feb-20,Director 2017+,Fields 131047 & 134069 Royal Park Phase 2  The Vollan  Ramsey Isle Of Man
Certificate of Lawfulness DECLINED,20/00008/LAW,Certificate of Lawful Use for the use of site for storage of equipment and materials,03-Mar-20,Principal Planner- North (CB),Goose Field Depot Castletown Road Port St. Mary Isle Of Man IM9 5LT
Permitted,20/00009/MCH,Minor changes application for PA 19/00423/B involving alteration to rear and side elevations from brickwork to render with painted finish,18-Feb-20,Director 2017+,105 - 106 Royal Park Ramsey Isle Of Man IM8 3UH 
Permitted,20/00010/B,Erection of rear extension and installation of a flue,03-Mar-20,Principal Planner- North (CB),15 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET 
Permitted,20/00011/B,"Alterations, erection of single storey extension, three storey extension and car port to rear and installation of replacement windows",22-Apr-20,Principal Planner- North (CB),Dublin House The Promenade Port St. Mary Isle Of Man IM9 5DE
Refused,20/00012/B,Conversion of guest house (class 3.1) to provide five residential apartments (class 3.4),23-Apr-20,Principal Planner - South (SC),2 Church Road Marina Douglas Isle Of Man IM1 2HQ 
Permitted,20/00013/B,Replace existing glazed conservatory roof with tile,03-Mar-20,Principal Planner- North (CB),Roseville Main Road Colby Isle Of Man IM9 4NS
Permitted,20/00014/B,Erection of an agricultural building to house cattle,03-Mar-20,Principal Planner- North (CB),Field 234713 Ballacregga Farm Peel Road Kirk Michael Isle Of Man  
Permitted,20/00015/GB,"Demolition of existing annexe structure to south east elevation, secure window and door apertures and repointing of walls (in association with PA 20/00016/CON)",05-Mar-20,Head of Development Management,Derby House Castle Street Castletown Isle Of Man IM9 1LA
Permitted,20/00016/CON,"Registered Building consent for the demolition of existing annexe structure to south east elevation, secure window and door apertures and repointing of walls (in association with PA 20/00015/GB) Registered Building Nos. 28",05-Mar-20,Head of Development Management,Derby House Castle Street Castletown Isle Of Man IM9 1LA
Certificate of Lawfulness AGREED,20/00017/LAW,Application for certificate of Lawful Development for installation of a roof light,11-Mar-20,Principal Planner- North (CB),16 Oxford Street Douglas Isle Of Man IM1 3JF
Permitted,20/00018/B,"Alterations, erection of single and two storey extensions, creation of entrance canopy, door and window alterations and replacement of existing garage with twin garage and car port",14-Apr-20,Head of Development Management,Whindyke Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN
Permitted,20/00019/B,Erection of an agricultural barn,07-Apr-20,Principal Planner- North (CB),Field 411543  Highfield Mount Gawne Road Rushen Isle Of Man  
Permitted,20/00020/B,"Alterations, erections and widening of vehicular access and driveway",12-Mar-20,Head of Development Management,41 Scarlett Road Castletown Isle Of Man IM9 1NX
Permitted,20/00021/B,Installation of replacement windows and door,11-Mar-20,Principal Planner- North (CB),15 Circular Road Peel Isle Of Man IM5 1ND
Permitted,20/00022/B,Alterations and erection of two storey extension,16-Mar-20,Head of Development Management,Vale House Main Road Greeba Isle Of Man IM4 2DX 
Permitted,20/00023/B,Installation of a replacement roof to rear of warehouse,11-May-20,Head of Development Management,Shop & Warehouse 20 - 21 West Quay Ramsey Isle Of Man IM8 1DL
Refused,20/00024/B,Conversion of existing workshop to new dwelling,16-Mar-20,Head of Development Management,Woodstock Vicarage Road Douglas Isle Of Man IM4 2QP
Permitted,20/00025/B,Alterations and erection of a single storey extension to the rear of the property,16-Mar-20,Director 2017+,Hampton Manor Quines Hill Port Soderick Isle Of Man IM4 1BA
Permitted,20/00026/B,Erection of a replacement dwelling,23-Mar-20,Planning Committee,117 King Edward Road Onchan Isle Of Man IM3 2AX
Permitted,20/00027/C,Change of use from office to residential dwelling,09-Mar-20,Planning Committee,3 Myrtle Street Douglas Isle Of Man IM1 1ED
Permitted,20/00028/B,"Erection of replacement dwelling, detached triple garage and retention of existing tholtan as ancillary living accommodation",16-Mar-20,Planning Committee,Dreemlang Staarvey Road Peel Isle Of Man IM5 2AJ
Permitted,20/00029/B,"Installation of replacement front door, replacement of garage and conservatory roofs, installation of 2 windows to front elevation and removal of wall to create additional parking (in association with PA20/00030/CON)",13-Mar-20,Head of Development Management,The Bungalow Summerhill Grove Douglas Isle Of Man IM2 4PH
Permitted,20/00030/CON,Registered building consent for demolition elements relating to 20/00029/B,16-Mar-20,Head of Development Management,The Bungalow Summerhill Grove Douglas Isle Of Man IM2 4PH
Certificate of Lawfulness AGREED,20/00031/LAW,Application for certificate of Lawful Development for the creation of a rear doorway from an existing window,13-Mar-20,Head of Development Management,Thie Ny Skeddan 11 West View Peel Isle Of Man IM5 1BN 
Permitted,20/00032/B,Creation of an access ramp,11-Mar-20,Principal Planner - South (SC),Baptist Church Broadway Douglas Isle Of Man IM2 4EW
Refused,20/00033/B,Erection of a dwelling,24-Jun-20,Head of Development Management,Land East Of 22 Old Castletown Road Douglas Isle Of Man IM1 5AW 
Permitted,20/00034/B,Erection of an extension to gable elevation,17-Mar-20,Head of Development Management,Grianane Eary Lhane Off Mill Road Greeba Isle Of Man IM4 3LB
Permitted,20/00035/B,Replacement of existing glazed conservatory roof with tile,12-Mar-20,Head of Development Management,Cronk Aash 15 Park Avenue Douglas Isle Of Man IM2 5HR 
Permitted,20/00036/B,Erection of extension and attached garage and creation of vehicular access (in association with 20/00037/CON),13-May-20,Principal Planner- North (CB),The Garey 22 Cronkbourne Road Douglas Isle Of Man IM2 3LB
Permitted,20/00037/CON,Registered building consent for demolition elements relating to 20/00036/B,15-May-20,Head of Development Management,The Garey 22 Cronkbourne Road Douglas Isle Of Man IM2 3LB
Permitted,20/00038/B,"Erection of a circus marquee with associated structures for an 8 day period from 7th April 2020, 6th April 2021 and 5th April 2022",24-Mar-20,Planning Committee,Nobles Park  Douglas Isle Of Man IM2 4BD
Permitted,20/00039/B,Replacement of existing conservatory roof with tiles,12-Mar-20,Head of Development Management,5 Ashen Bank Cronkbourne Douglas Isle Of Man IM4 4TP 
