"id","lat","lon","name","name:en","name:gv","tourism","website","phone"
"166769399","","","Soalt Vooar I, Kerrowgarrow Farm Cottages","","","chalet","https://www.isleofman.com/Business/k/kerrowgarrow/",""
"166769400","","","Soalt Vooar II, Kerrowgarrow Farm Cottages","","","chalet","https://www.isleofman.com/Business/k/kerrowgarrow/",""
"169812273","","","Ballachrink Bungalow","","","chalet","https://www.ballachrink.co.uk/","+44 1624 880364"
"169812275","","","Ballachrink Farm","","","guest_house","https://www.ballachrink.co.uk/","+44 1624 880364"
"169812277","","","Ballavarteen Holiday Cottage","","","chalet","http://www.ballavarteen.co.uk/","+44 1624 880801"
"170515399","","","The Old Stable","","","chalet","https://www.theoldstable.com/",""
"171845731","","","Clag Mooar","","","guest_house","http://www.clagmooar.com/",""
"186060138","","","Peel Road","","","attraction","",""
"186060139","","","Quarterbridge","","","attraction","",""
"186072536","","","Grand Union Camera Obscura","","","attraction","",""
"186073444","","","Governor's Bridge","","","attraction","",""
"217687654","","","Knockaloe Internment Camp & Patrick Visitor Centre","","","museum","https://www.knockaloe.im/",""
"229711876","","","Ard-na-Mara Holiday Apartments","","","guest_house","",""
"230786158","","","National Folk Museum","National Folk Museum","","museum","https://manxnationalheritage.im/our-sites/cregneash/",""
"232178671","","","","","","artwork","",""
"254847409","","","Smeale Farm Cottages","","","chalet","https://www.manxfarmhols.com/",""
"335683073","","","Laxey Wheel","Laxey Wheel","Queeyl Vooar Laksey","attraction","https://manxnationalheritage.im/our-sites/laxey-wheel/",""
"335683665","","","Snaefell Mine Waterwheel","","","attraction","http://www.snaefellwheel.com/",""
"412956695","","","Ginger Hall Hotel","","","hotel","",""
"412956708","","","Milntown Estate & Gardens","","","attraction","https://www.milntown.org/",""
"416526320","","","Hotel Halvard","","","hotel","https://halvard.co.uk",""
"416526333","","","","","","hotel","",""
"416526337","","","Marina Hotel","","","hotel","",""
"438332821","","","M.E.R. Museum","","","museum","",""
"450259510","","","Isle of Man Motor Museum","","","museum","",""
"475439592","","","Brightlife","","","hotel","https://www.brightlife.com/","+44 1624 880318"
"524413598","","","The Sulby Glen Hotel","","","hotel","https://www.sulbyglenhotel.com",""
"525893321","","","","","","guest_house","https://www.visitisleofman.com/stay/tholt-y-will-b-and-b-p1365831",""
"525893326","","","","","","gallery","",""
"526730815","","","","","","artwork","",""
"572714622","","","","","","picnic_site","",""
"604743423","","","Silly Moos Campsite","","","camp_site","https://sillymooscampsite.co.uk",""
"604743424","","","Silly Moos Campsite Caravan","","","caravan_site","",""
"768565627","","","Ballawyllin Farm","","","guest_house","https://www.relaxatballawyllin.co.uk/properties/bed-and-breakfast",""
"813624816","","","Isle of Man Camping","","","camp_site","https://www.isleofmancamping.co.uk/","+447624493848"
"828481351","","","","","","attraction","",""
"829273200","","","The Castle Apartments","","","apartment","https://castleapartments.im","+44 7624 311103"
"829392799","","","Glendown Farm Camping","","","camp_site","",""
"832286809","","","Eary Cushlin","","","chalet","https://www.visitisleofman.com/stay/eary-cushlin-p1289431",""
"890094490","","","","","","picnic_site","",""
"893653070","","","Glenlough","","","camp_site","https://www.glenloughcampsite.com/",""
"901966252","","","Sarah's Cottage","","","chalet","https://www.sarahscottageiom.com",""
"901997108","","","Glen Helen Glamping","","","camp_site","https://www.glenhelenglamping.com",""
"902050657","","","Sulby Claddagh","","","camp_site","",""
"904484692","","","","","","museum","",""
"904851022","","","","","","picnic_site","",""
"907166087","","","Groudle Glen Cottages","","","hotel","https://www.groudlecottages.com/",""
"907166088","","","","","","chalet","",""
"907166089","","","","","","chalet","",""
"907166090","","","","","","chalet","",""
"907166091","","","","","","chalet","",""
"907166092","","","","","","chalet","",""
"907166093","","","","","","chalet","",""
"907166094","","","","","","chalet","",""
"907166095","","","","","","chalet","",""
"907166096","","","","","","chalet","",""
"907166097","","","","","","chalet","",""
"907166098","","","","","","chalet","",""
"907166099","","","","","","chalet","",""
"907166100","","","","","","chalet","",""
"907166101","","","","","","chalet","",""
"907166102","","","","","","chalet","",""
"907166103","","","","","","chalet","",""
"907166104","","","","","","chalet","",""
"907166105","","","","","","chalet","",""
"907166106","","","","","","chalet","",""
"907166107","","","","","","chalet","",""
"907166108","","","","","","chalet","",""
"907166109","","","","","","chalet","",""
"907166110","","","","","","chalet","",""
"907166111","","","","","","chalet","",""
"907166112","","","","","","chalet","",""
"936116458","","","Black Hut","","","attraction","",""
"945979229","","","Garden Walk","","","chalet","http://gardenwalk.co.uk",""
"963223864","","","Hillingford B&B","","","guest_house","https://www.hillingford.com/",""
"963255447","","","Beach House","","","guest_house","https://www.visitisleofman.com/stay/beach-house-p1308441",""
"991780874","","","Cronk Aashen Farm","","","camp_site","https://www.cronkaashen.co.uk",""
"995420268","","","Ballamoar Campsite","","","camp_site","https://ballamoarcampsite.im/","+44 1624 898323"
"1006850984","","","Ayres Nature Discovery Centre and Nature Trail","","","information","https://www.mwt.im/nature-reserves/ayres-nature-discovery-centre-and-nature-trail",""
"1006965722","","","","","","picnic_site","",""
"1037716702","","","Welch House","","","chalet","https://www.visitisleofman.com/stay/welch-house-p1341791",""
"1085151440","","","","","","chalet","",""
"1085151442","","","","","","chalet","",""
"1126017844","","","Jurby Transport Museum","Jurby Transport Museum","Thie Tashtee Arraghey Yurby","museum","http://www.jtmiom.im/",""
"1126021451","","","","","","chalet","",""
"1126021452","","","Craig Cottages","","","chalet","https://www.craigcottages.co.uk/",""
"1126198622","","","","","","chalet","",""
"1126198631","","","","","","chalet","",""
"1145602064","","","Glen Cottage","","","chalet","",""
"1146666776","","","Yn Thie Thooit","","","chalet","https://www.islandescapes.im/property/562727",""
"1147859234","","","Meadow Cottage","","","chalet","https://www.relaxatballawyllin.co.uk/properties/orchard-cottage",""
"1147859238","","","Ballawyllin Farm Cottage","","","chalet","https://www.relaxatballawyllin.co.uk/properties/ballawyllin-farm-cottage",""
"1147859239","","","Orchard Cottage","","","chalet","https://www.relaxatballawyllin.co.uk/properties/orchard-cottage",""
"1149382527","","","Seabank Cottage","","","chalet","https://www.visitisleofman.com/stay/seabank-cottage-p1375841",""
"1149526203","","","","","","guest_house","",""
"1152682075","","","Spaldrick View","","","chalet","",""
"1153365852","","","Ballamoar Coach House","","","chalet","https://www.ballamoar-coach-house.com/","+44 1624 842393"
"1154135527","","","Mannin Hotel","","","hotel","https://www.manninhotel.im/",""
"1154467407","","","Joey Dunlop Foundation","","","chalet","https://www.joeydunlopfoundation.com",""
"1157924354","","","Crossags Campsite","","","camp_site","",""
"1168282874","","","Devil's Elbow","","","picnic_site","",""
"1169018153","","","Old Lonan crosses","","","attraction","https://www.imuseum.im/search/places/search?tab=places&view=&term=Manx+Cross&size=80",""
"1170163737","","","Balladhoo Mews","","","chalet","http://www.balladhoo-mews.com",""
"1171624282","","","Groudle Glen Water Wheel","","","attraction","",""
"1185159249","","","","","","viewpoint","",""
"1199597213","","","","","","picnic_site","",""
"1200662217","","","Ballarhennie House","","","guest_house","",""
"1206734899","","","The Devonian","","","guest_house","https://www.thedevonian.co.uk/",""
"1211313378","","","The Weaver's House","","","attraction","",""
"1241477862","","","The Hutchinson Apartments","","","hotel","https://www.visitisleofman.com/stay/the-hutchinson-apartments-p1304121","+44 7624 253999"
