"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","CompletionDate","Issue"
"a91749f292acfeca1cae99348d635919",""," 2","","Teare's Terrace","North Shore Road","Ramsey","IM8 3DL","Lezayre","220,000.00","220,000.00","11/12/2020","04/05/2021","North Shore Road is an invalid locality name"
"7f41e2a4c4b410a74d3298024e0bc104",""," 10","","Templar Terrace","Gibson Street","Ramsey","IM8 3DP","Lezayre","20,000.00","20,000.00","23/10/2020","04/05/2021","Gibson Street is an invalid locality name"
"17a98d49ad4d91c8ebca14eb11f9d8fa",""," 1","","Hampton House","Coburg Road","Ramsey","IM8 3EJ","Lezayre","242,500.00","242,500.00","05/05/2017","06/05/2021","Coburg Road is an invalid locality name"
"632886ab67836bab83c96653724c3b95","","","","Field At Close Cherrim","St Judes Road","Lezayre","","Lezayre","10,000.00","10,000.00","01/04/2021","09/06/2021","St Judes Road is an invalid locality name"
"66dea9494226c80991bcb42b1e4f72e5","","","Parcel Of Land","Part Of The Estate Of Baldromma","Jurby Road","Lezayre","","Lezayre","84,000.00","84,000.00","17/05/2021","07/07/2021","Jurby Road is an invalid locality name"
"3115cede1281fe665ac2d7d5d9a010ab",""," 1","","Sabrew","Main Road","Sulby","IM7 2HF","Lezayre","375,000.00","375,000.00","29/04/2021","23/11/2021","Main Road is an invalid locality name"
"0200178318c7d42be6ae4fa35a8fd3fb",""," 14","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","135,000.00","135,000.00","07/07/2021","14/10/2021","Lezayre Road is an invalid locality name"
"6fe39a896bde5e2335237b324d1b10bf","Flat 4","","Godred Court","Kings Reach","Jurby Road","Ramsey","IM8 3NY","Lezayre","162,000.00","162,000.00","29/04/2021","19/10/2021","Jurby Road is an invalid locality name"
"a9a94ef2f9039567b8082ef3fbe1843e",""," 1","","Grand Island","Bride Road","Ramsey","IM8 3UQ","Lezayre","775,000.00","775,000.00","16/06/2021","20/10/2021","Bride Road is an invalid locality name"
"1916ba32944a1475fed28cfddbdf3ee3",""," 3","","Grand Island","Bride Road","Ramsey","IM8 3UQ","Lezayre","785,000.00","785,000.00","12/07/2021","08/11/2021","Bride Road is an invalid locality name"
"7ddede93083c825ee1f2ab7245afdb78",""," 4","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","325,000.00","325,000.00","08/12/2021","17/03/2022","Jurby Road is an invalid locality name"
"c87278e5f612d3f73a0a1b9adcc40627","","","","4 Hespera Terrace","Lezayre Road","Ramsey","IM8 2LX","Lezayre","279,950.00","279,950.00","17/12/2021","24/03/2022","Lezayre Road is an invalid locality name"
"0b4eea0af14d4f6d9b2472333db0cd77",""," 7","","Grand Island","Bride Road","Ramsey","IM8 3UQ","Lezayre","895,000.00","895,000.00","27/05/2022","03/08/2022","Bride Road is an invalid locality name"
"db5f6c6b47dc6386f13f5330245312dd",""," 13 and 14","","Templar Terrace","Off Shipyard Road","Ramsey","IM8 3DP","Lezayre","168,500.00","168,500.00","29/04/2022","23/08/2022","Off Shipyard Road is an invalid locality name"
"898be3b0564da2005937bfff28d83f17","","","Captain Kelly's Meadow","Field 130310","Near The Clenagh Road","Sulby","IM7 3AB","Lezayre","38,500.00","38,500.00","21/07/2022","30/09/2022","Near The Clenagh Road is an invalid locality name"
"c39af55dc293b7c8e96f243fc33bdd84","","","Hilton Croft","Glen Tramman","Garey Road","Lezayre","IM7 2AP","Lezayre","875,000.00","875,000.00","08/09/2022","09/01/2023","Garey Road is an invalid locality name"
"4276614ce78d34b175ec10b6082ae6c2",""," 7","","The Parsonage","Main Road","Sulby","IM7 2HU","Lezayre","479,950.00","479,950.00","22/12/2022","17/03/2023","Main Road is an invalid locality name"
"bd774e0f8dee7e7ff1b121e25f03a650","","","The Town House","Bay View","Coburg Road","Ramsey","IM8 3EQ","Lezayre","620,000.00","620,000.00","06/03/2023","28/03/2023","Coburg Road is an invalid locality name"
"5069c4756bd865988e1aa3d9a29e63e4","","","Fields 130311 And 130341","Part Of The Ballaugh Curraghs","Near The Clenagh Road","Sulby","","Lezayre","5,200.00","1.00","17/02/2023","22/05/2023","Near The Clenagh Road is an invalid locality name"
"fe315b08f50f5262459eecf6a6ac9f16","","","An Airidh","Windsor Grove","Off Windsor Road","Ramsey","IM8 3ED","Lezayre","210,000.00","210,000.00","03/12/2019","12/06/2023","Off Windsor Road is an invalid locality name"
"03d5dd2b8dff070ee57248179244c730",""," 6","","The Parsonage","Main Road","Sulby","IM7 2HU","Lezayre","450,950.00","450,950.00","26/05/2023","31/07/2023","Main Road is an invalid locality name"
"3b3c175ed842045eb0e1040ed297c118","Fields 135140, 131085 and part of Field 134069","","","Vollan Crescent","Bride Road","Ramsey","","Lezayre","120,000.00","0.00","23/07/2021","14/11/2023","Bride Road is an invalid locality name"
"72d5469c71cbf657825ccbd994ef5e5f",""," 1","","The Parsonage","Main Road","Sulby","IM7 2HU","Lezayre","529,950.00","529,950.00","22/11/2023","17/01/2024","Main Road is an invalid locality name"
"422f5bb8dbf18df1eef7c148ac24005b",""," 4","","Yn-Aittin-Vooar","Bretney Road","Jurby","IM7 3EU","Jurby","","210,000.00","02/06/2004","12/10/2004","Bretney Road is an invalid locality name"
"e5b8401d05ef2cae884b663e9b63a37c","","","Plot 6","St Patricks View","Bretney Road","Jurby","IM7 3EX","Jurby","58,250.00","58,250.00","12/12/2014","17/07/2015","Bretney Road is an invalid locality name"
"df5403f29732fb128c349a9924ce34df","","","Plot 4","St Patricks View","Bretney Road","Jurby","IM7 3EX","Jurby","50,000.00","50,000.00","11/07/2014","10/03/2015","Bretney Road is an invalid locality name"
"b849b455d0ead36102c0148a13018800",""," 4","","St Patricks View","Bretney Road","Jurby","IM7 3EX","Jurby","240,000.00","55,000.00","08/05/2019","12/07/2019","Bretney Road is an invalid locality name"
"a8800575d48d163f76f885a28e76f843",""," 21","","Glebe Aalin","Off Station Road","Ballaugh","IM7 5BW","Ballaugh","282,500.00","282,500.00","11/05/2007","25/10/2007","Off Station Road is an invalid locality name"
"9b1e7db4aef13797b9c738a158770658",""," 19","","Glebe Aalin","Station Road","Ballaugh","IM7 5BW","Ballaugh","","89,000.00","30/05/2006","05/08/2006","Station Road is an invalid locality name"
"ea3d6e2140aa8c93d4e3819fbc604b5e",""," 11","","St Mary's Meadow","Station Road","Ballaugh","IM7 5AJ","Ballaugh","","287,500.00","15/10/2003","12/02/2004","Station Road is an invalid locality name"
"ad11b4cadc1d85b66974286bfd465a9e",""," 2","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EG","Ballaugh","240,000.00","240,000.00","07/10/2022","24/11/2022","Main Road is an invalid locality name"
"cee54bdecb48ac91c86d2c618602c5d6",""," 2","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EE","Ballaugh","","1,000.00","08/09/2003","11/03/2005","Main Road is an invalid locality name"
"204f2b81c266cf0392b8f20533f2f7d7",""," 2","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EG","Ballaugh","0.00","0.00","07/10/2022","24/11/2022","Main Road is an invalid locality name"
"79f13df33385545118cc71f766e2a745",""," 2","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EE","Ballaugh","","1,000.00","08/09/2003","14/03/2005","Main Road is an invalid locality name"
"204f2b81c266cf0392b8f20533f2f7d7",""," 2","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EG","Ballaugh","0.00","0.00","07/10/2022","24/11/2022","Main Road is an invalid locality name"
"b0c6be21c94a8985f3eb4c29aded5b6b",""," 2","","Chapel Close","Station Road","Ballaugh","IM7 5EL","Ballaugh","","165,000.00","14/11/2003","27/04/2004","Station Road is an invalid locality name"
"bde9497ff4128479f4eb86eff5313d01",""," 2","","Bishopscourt Cottages","Main Road","Orrisdale","IM7 5EX","Ballaugh","","283,000.00","28/07/2004","21/09/2004","Main Road is an invalid locality name"
"984b4f43e4a608a1bfb4b7ade0c1df5e",""," 2","","Bishopscourt Cottages","Main Road","Orrisdale","IM7 5EX","Ballaugh","295,000.00","295,000.00","29/04/2016","15/06/2016","Main Road is an invalid locality name"
"3266253622c3f81f90122553e8a0e296","","","The Barn","Carmodil Beg","Glen Road","Ballaugh","","Ballaugh","","136,000.00","23/11/2004","07/03/2005","Glen Road is an invalid locality name"
"6364285377922a589f429833e1ce22ac","","","Land At","The Glaicke","Glen Road","Ballaugh","IM7 5JG","Ballaugh","45,000.00","45,000.00","28/03/2008","15/07/2009","Glen Road is an invalid locality name"
"fc8b222a5c5bf81dde98226d18bb5bd7",""," 1","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EF","Ballaugh","150,000.00","0.00","22/06/2010","29/10/2010","Main Road is an invalid locality name"
"76d23086f51f0a27921b63e2ca07060f",""," 1","","Ballamoar Cottages","Main Road","Ballaugh","IM7 5EF","Ballaugh","144,000.00","144,000.00","14/08/2013","10/01/2014","Main Road is an invalid locality name"
"b06cdd26e7a042a6510a9111467dc92e",""," 1","","Glebe Aalin Close","Station Road","Ballaugh","IM7 5BY","Ballaugh","242,000.00","242,000.00","11/05/2011","19/09/2011","Station Road is an invalid locality name"
"babb4eadb8b441b9305e83207dfbeec4",""," 1","","Glebe Aalin Close","Station Road","Ballaugh","IM7 5BY","Ballaugh","242,000.00","0.00","07/01/2013","02/05/2013","Station Road is an invalid locality name"
"e8c2b70eda643433a717a5ce0c920a80",""," 1","","Glebe Aalin Close","Station Road","Ballaugh","IM7 5BY","Ballaugh","205,000.00","205,000.00","13/03/2015","04/08/2015","Station Road is an invalid locality name"
"ff0cf7ce2388143b8f5f20d3821acc1f","","","Gas Valve Station","Ballaneddin Farm","Main Road","Ballaugh","","Ballaugh","100.00","3,000.00","28/02/2012","17/05/2012","Main Road is an invalid locality name"
"5df5764568ec257c9c7ecd46ffede629","","","","5 Acres","Orrisdale Loop Road","Ballaugh","","Ballaugh","72,000.00","72,000.00","08/11/2013","20/03/2014","Orrisdale Loop Road is an invalid locality name"
"9e15996f01218eacd9f5b5e917b5e364","","","","5 Acres","Orrisdale Loop Road","Ballaugh","","Ballaugh","72,000.00","72,000.00","19/12/2014","11/02/2015","Orrisdale Loop Road is an invalid locality name"
"8d0043223543ac298658181ff3b53232","","","Land Adjoining ","Blackwood Cottage West","Ballamona Road","Ballaugh","IM7 5BE","Ballaugh","20,000.00","20,000.00","09/12/2022","10/01/2023","Ballamona Road is an invalid locality name"
"076058f37ef2ebc092a215ca61bdba34",""," 1","","Clagh Wyllin","Station Road","Ballaugh","IM7 5EY","Ballaugh","110,000.00","0.25","28/02/2014","10/06/2014","Station Road is an invalid locality name"
"0e55d53b35ee8ec26f7c78a62d940437",""," 1","","Clagh Wyllin","Station Road","Ballaugh","IM7 5EY","Ballaugh","195,000.00","195,000.00","29/04/2016","12/08/2016","Station Road is an invalid locality name"
"b62d0d5254eaea7d5453931decdfd7a7",""," 2","","Clagh Wyllin","Station Road","Ballaugh","IM7 5EY","Ballaugh","245,000.00","0.25","15/04/2014","10/06/2014","Station Road is an invalid locality name"
"e43d7903d059798cf1843142feebb71a",""," 2","","Clagh Wyllin","Station Road","Ballaugh","IM7 5EY","Ballaugh","250,000.00","250,000.00","04/07/2014","02/10/2014","Station Road is an invalid locality name"
"82ad9024e4fc2eda31a01805058988ae",""," 2","","Clagh Wyllin","Station Road","Ballaugh","IM7 5EY","Ballaugh","260,000.00","130,000.00","26/09/2019","16/11/2019","Station Road is an invalid locality name"
"dd47b22191ace6fcc03c07a51f3b5cee",""," 2","","Glen View Terrace","Glen Road","Ballaugh","IM7 5DJ","Ballaugh","111,000.00","111,000.00","05/01/2016","17/06/2016","Glen Road is an invalid locality name"
"dbf0a627398ec702027fc4775b390da3",""," 3","","Glebe Aailin","Station Road","Ballaugh","IM7 5BW","Ballaugh","285,000.00","285,000.00","26/02/2016","03/11/2016","Station Road is an invalid locality name"
"e8b7de5f799c8d02da330ef5b5718f38","","","Glebe House","Ballacrosha Off","Station Road","Ballaugh","IM7 5AH","Ballaugh","330,000.00","330,000.00","26/05/2016","12/09/2016","Station Road is an invalid locality name"
"6cff31e1d5a0630d36c1526490285f37","","","Land At The Old Rectory","Ballacrosha","Off Station Road","Ballaugh","IM7 5AH","Ballaugh","19,000.00","19,000.00","18/10/2016","03/04/2017","Off Station Road is an invalid locality name"
"9aa0ae6614b260c156ed3c219c84b056","","","","Hill View","Main Road","Ballaugh","IM7 5EQ","Ballaugh","0.25","0.25","05/01/2018","09/10/2018","Main Road is an invalid locality name"
"105eb715561d147762c03f00791dc204","","","Garage 2","Hill View","Main Road","Ballaugh","IM7 5EQ","Ballaugh","12,000.00","0.25","05/01/2018","09/10/2018","Main Road is an invalid locality name"
"076fad3f35626e96f6a92bead9190a18","","","Ballacooiley Cottage","The Dollagh Beg","Cronk Road","Ballaugh","IM7 5AS","Ballaugh","245,000.00","245,000.00","15/12/2020","12/02/2021","Cronk Road is an invalid locality name"
"da7878387ec4e088a47a6a6102db3c43",""," 2","","Blackwood Cottages","Ballamona Road","Ballaugh","IM7 5BE","Ballaugh","549,950.00","549,950.00","20/07/2021","20/09/2021","Ballamona Road is an invalid locality name"
"d5d8d927d124c357305c45d890907741","","","The Old Coach House","Bishopscourt","Main Road","Kirk Michael","IM6 2EY","Ballaugh","625,000.00","625,000.00","13/10/2021","08/03/2022","Main Road is an invalid locality name"
"f5dd572aac3bfc6e2672947c9380bb2a",""," 9","","Squeen Meadow","Station Road","Ballaugh","IM7 5BR","Ballaugh","605,000.00","605,000.00","21/07/2023","31/10/2023","Station Road is an invalid locality name"
"b0b9e4565c697d5692a591208ba99a64","","","A Plot Or Parcel Of Land At The Rear Of","Merton Villa","Off Main Road","Kirk Michael","IM6 1ED","Michael","","105,000.00","23/01/2004","26/08/2004","Off Main Road is an invalid locality name"
"17c78eab5da54186e61e2ff72edeccc7","","","Holiday Cottages","Glebe Farm","Main Road","Michael","IM6 2HD","Michael","275,000.00","275,000.00","08/05/2008","21/10/2008","Main Road is an invalid locality name"
"0681610301d97a1a093e2946f22c08b3",""," 1","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","261,950.00","28/01/2005","08/11/2005","Shore Road is an invalid locality name"
"65fdba8f2d1f5a7bf8e2b492acac323d",""," 1","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","380,000.00","380,000.00","08/09/2022","07/10/2022","Shore Road is an invalid locality name"
"180498742629f00ec602b65ca04040a9",""," 25","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,950.00","01/04/2005","09/11/2005","Shore Road is an invalid locality name"
"a920115293155c856954b2fd8ee81d14",""," 25","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","182,500.00","26/05/2006","06/07/2006","Shore Road is an invalid locality name"
"e6741cbdb2a7769d15b41e1233a7bd3d",""," 25","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","203,500.00","203,500.00","08/07/2011","29/09/2011","Shore Road is an invalid locality name"
"8c69065f87621405586f7bfb474d3b8f",""," 25","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","204,000.00","6,415.03","12/12/2014","28/08/2015","Shore Road is an invalid locality name"
"ada75373b3b42b916afa629444d69be0",""," 25","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","190,000.00","190,000.00","22/07/2016","26/10/2016","Shore Road is an invalid locality name"
"7a4ba346fd666780fae8ea50e953c595",""," 25","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","280,000.00","280,000.00","24/11/2023","11/01/2024","Shore Road is an invalid locality name"
"6e61f95a7d33b63cb52089d68596e517",""," 12","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,000.00","27/05/2005","07/11/2005","Shore Road is an invalid locality name"
"6309946b20c867bd455c2d0aa7fbd25d",""," 12","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","210,000.00","210,000.00","16/05/2008","23/09/2008","Shore Road is an invalid locality name"
"5f32748801484641f7379e729e8b1491",""," 12","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","204,000.00","204,000.00","23/09/2016","08/02/2017","Shore Road is an invalid locality name"
"0e40f81473740f7a3f48fdef903b6617",""," 11","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","164,500.00","28/06/2005","04/11/2005","Shore Road is an invalid locality name"
"acfcdfe7759f9c48d8980012f6ebaf19",""," 11","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","167,000.00","02/06/2006","18/07/2006","Shore Road is an invalid locality name"
"c373c873d2e66b34538f46a5a3e056e8",""," 11","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","175,000.00","175,000.00","15/12/2017","15/01/2018","Shore Road is an invalid locality name"
"8da44ffdbe02995845f8bc1c405a906b",""," 26","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","166,950.00","24/06/2005","09/11/2005","Shore Road is an invalid locality name"
"2cf493d8657d038aca036609b0b7649b",""," 26","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","192,500.00","28/03/2007","13/06/2007","Shore Road is an invalid locality name"
"7c9263b498e1ad73c4ef07b5293706ad",""," 26","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","175,000.00","175,000.00","09/03/2018","28/03/2018","Shore Road is an invalid locality name"
"e4a514600e3ff0062ecba0c01cc7dc74",""," 12","","Cleiy Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","274,000.00","25/05/2005","07/09/2005","Shore Road is an invalid locality name"
"c2ae22a9d4fdb3791cd0942cc56cf73f",""," 13","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,000.00","12/07/2005","08/11/2005","Shore Road is an invalid locality name"
"991ed5056cf80ef65db7ea90884894f3",""," 13","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","215,000.00","215,000.00","07/09/2011","14/05/2012","Shore Road is an invalid locality name"
"b39f4bde0b857bddf4ec6cf83901af1f",""," 13","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","198,950.00","198,950.00","29/06/2018","08/08/2018","Shore Road is an invalid locality name"
"32b228ee1bbece67bc4ca1b3eb1f9c6d",""," 13","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","295,000.00","295,000.00","12/06/2023","22/06/2023","Shore Road is an invalid locality name"
"f06094afbe3f1f1cf59178a1c9248848","","","Geay Varrey","Beachfield Farm Lane","Off Station Road","Kirk Michael","IM6 1HB","Michael","","263,000.00","13/07/2005","30/09/2005","Off Station Road is an invalid locality name"
"7d91b19584bd2c90fd951105265e472a","","","Geay Varrey","Beachfield Farm Lane","Off Station Road","Kirk Michael","IM6 1HB","Michael","335,000.00","50,000.00","09/09/2016","12/01/2017","Off Station Road is an invalid locality name"
"5243bb39ede0229feac6b61d44a11b1a",""," 8","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","178,000.00","01/07/2005","08/11/2005","Shore Road is an invalid locality name"
"fd9ffc8403dc2d2536da5a789bd7b81d",""," 8","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","187,500.00","187,500.00","10/08/2010","19/09/2012","Shore Road is an invalid locality name"
"8535224000240b307f0cb1ebdeb306b7",""," 4","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HA","Michael","","247,500.00","09/08/2005","08/11/2005","Shore Road is an invalid locality name"
"813e09272d08ddd77e2292917f84297b",""," 24","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","163,950.00","11/07/2005","09/11/2005","Shore Road is an invalid locality name"
"0e8126600dbff6a6cf06aec94daff44c",""," 24","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","206,000.00","206,000.00","25/04/2008","17/07/2008","Shore Road is an invalid locality name"
"2639a158716c804f67bf268c702ec784",""," 24","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","187,000.00","187,000.00","02/03/2018","12/03/2018","Shore Road is an invalid locality name"
"751fe5f424c3ac2b7e1f0b7097170411",""," 2","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","276,500.00","08/07/2005","08/11/2005","Shore Road is an invalid locality name"
"9730d5852d4a4fbed0cb64b66cdeb81f",""," 2","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HA","Michael","280,000.00","280,000.00","28/03/2018","29/06/2018","Shore Road is an invalid locality name"
"236f361d8857880e95f80acbef6213fd",""," 2","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HA","Michael","380,000.00","380,000.00","29/09/2023","25/10/2023","Shore Road is an invalid locality name"
"c786e931f6361b1684a4c3874b68ea22",""," 9","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,950.00","01/08/2005","08/11/2005","Shore Road is an invalid locality name"
"cbb43498a80842e4e26f30f1ba83f28a",""," 10","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","164,950.00","27/05/2005","08/11/2005","Shore Road is an invalid locality name"
"faf516217ce4c77723b483edf66992fe",""," 10","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","214,999.00","214,999.00","17/08/2009","05/11/2009","Shore Road is an invalid locality name"
"e09d41e8c297eadc53fda7baf78ff0a0",""," 22","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","164,000.00","15/08/2005","02/12/2005","Shore Road is an invalid locality name"
"3d91f4091af0630e169273d6df50beda",""," 6","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","247,950.00","21/10/2005","05/12/2005","Shore Road is an invalid locality name"
"7498d856bd7669ccd02b617d2bec889f",""," 6","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","287,000.00","287,000.00","16/08/2007","08/01/2008","Shore Road is an invalid locality name"
"97d34bf8ecf69bf7397344b1be92feea",""," 6","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","280,000.00","280,000.00","29/03/2019","04/05/2019","Shore Road is an invalid locality name"
"cf393be61caa14c480c347424d690cc3",""," 3","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","247,500.00","12/10/2005","02/12/2005","Shore Road is an invalid locality name"
"026b3b2f1cb0c54a9956ae37f8411ee9",""," 3","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","278,000.00","278,000.00","28/07/2017","06/12/2017","Shore Road is an invalid locality name"
"d7a9238b7c742dd4688c7ada63c45c5b",""," 21","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","164,000.00","12/08/2005","05/12/2005","Shore Road is an invalid locality name"
"f50be8e4e369f08a34853e3eef3808ed",""," 21","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","3,000.00","25/08/2006","15/02/2007","Shore Road is an invalid locality name"
"ebca60bf429f293066942dfcf6744e8a",""," 46","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","182,500.00","28/11/2005","14/03/2006","Shore Road is an invalid locality name"
"3e19b86feaba9e8a970ed73440389618",""," 31","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","132,000.00","12/01/2006","14/03/2006","Shore Road is an invalid locality name"
"f8f43e39339dd35d0fa60987e6e716b5",""," 34","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","140,000.00","16/12/2005","11/05/2006","Shore Road is an invalid locality name"
"9462c4e11fefd45b5e6824ba17c1f35d",""," 34","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","144,827.00","144,827.00","19/11/2008","27/04/2009","Shore Road is an invalid locality name"
"ad337249ffb53092b61eaf688edddc67",""," 34","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","144,827.00","144,827.00","17/03/2009","21/07/2009","Shore Road is an invalid locality name"
"39217d6861433696bcad9a598a3117ed",""," 42","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","166,500.00","20/12/2005","16/03/2006","Shore Road is an invalid locality name"
"7286d7f33f722ee86f74eca2f4b8b80e",""," 42","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","195,000.00","195,000.00","06/07/2007","28/11/2007","Shore Road is an invalid locality name"
"f90697f93670028cfbcc6c28c1c08191","","","Parcel Of Land","Part Of Balleira","Adjacent To Faaie-Ny Cabbal","Michael","IM6 2HT","Michael","","0.25","06/02/2006","22/03/2006","Adjacent To Faaie-Ny Cabbal is an invalid locality name"
"dd4aa605d42ecbf4b257372d07179d6e","","","Parcel Of Land","Part Of Balleira","Adjacent To Faaie-Ny-Cabbal","Michael","IM6 2HT","Michael","100.00","100.00","02/06/2017","04/09/2017","Adjacent To Faaie-Ny-Cabbal is an invalid locality name"
"730dc6c865e63a0e3ee0cbcd9ae1d321",""," 47","","Broogh Wyllin","Off Shore Road","Kirk Michael","","Michael","","182,950.00","16/12/2005","19/04/2006","Off Shore Road is an invalid locality name"
"507fd7ade9cd3a3c89d5e7289c3c7455",""," 30","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,000.00","01/12/2005","13/03/2006","Shore Road is an invalid locality name"
"422d5cc5c7af30f18e414d190774c74b",""," 30","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","190,000.00","190,000.00","29/06/2012","08/08/2012","Shore Road is an invalid locality name"
"7644f48821a157ff97c5a06500d296a5",""," 30","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","200,000.00","200,000.00","29/11/2019","11/01/2020","Shore Road is an invalid locality name"
"222a1388a7600f694b78ec80eff31a2d",""," 29","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","163,950.00","28/11/2005","14/03/2006","Shore Road is an invalid locality name"
"80808a550e50978dd11d542a20f3bc12",""," 29","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","205,000.00","205,000.00","28/07/2017","16/01/2018","Shore Road is an invalid locality name"
"8939cddaa7164ad458ba6f6beceb12d6",""," 43","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,950.00","28/11/2005","14/03/2006","Shore Road is an invalid locality name"
"98ded4f493547424c3ac8b35a785a46e",""," 43","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","170,000.00","0.00","09/12/2015","22/12/2015","Shore Road is an invalid locality name"
"52d48ee4ebc8b994f7dce0c4c5e57473",""," 32","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","132,000.00","09/12/2005","17/03/2006","Shore Road is an invalid locality name"
"47ecc35923cf67edf877c47aaa986913",""," 41","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","140,000.00","20/01/2006","20/04/2006","Shore Road is an invalid locality name"
"e15a8bf30be269b14f188980e7953cfd",""," 41","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","185,000.00","185,000.00","22/12/2016","03/02/2017","Shore Road is an invalid locality name"
"1e9c99e8cfe1bf7fc91d782ab59b87a1",""," 40","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","132,000.00","27/01/2006","29/06/2006","Shore Road is an invalid locality name"
"c9d516d3b8be828e8a4d125b8e4408b4",""," 27","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","181,950.00","16/12/2005","24/05/2006","Shore Road is an invalid locality name"
"eadaa29046286f4b1deeea1ccefae8dd",""," 27","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","207,000.00","207,000.00","22/05/2007","12/11/2007","Shore Road is an invalid locality name"
"3c2f65ea8593d98dfafb1c178e0cd2b3",""," 27","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","229,950.00","229,950.00","02/06/2017","25/09/2017","Shore Road is an invalid locality name"
"a1b2916f91a51019c32272bcb03bbee7",""," 38","","Broogh Wyllin","Shore Road","Douglas","","Michael","","132,000.00","27/01/2006","03/07/2006","Shore Road is an invalid locality name"
