Planning  Applications Determined between 1/1/19 - 31/12/19,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,19/00578/A,Approval in principle for the erection of a dwelling,10-Jul-19,Principal Planner - South (SC),Land Adjacent To Windrift Thornhill Park Ramsey Isle Of Man  
Permitted,19/00579/B,Installation of two replacement windows,02-Jul-19,Principal Planner - South (SC),Granary Cottage Charles Street Close Peel Isle Of Man IM5 1DT 
Permitted,19/00580/B,"Alterations, creation of a bin store and installation of replacement windows",04-Jul-19,Head of Development Management,Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR
Permitted,18/01027/C,Change of use of existing retail unit (class 1) to wine bar,12-Feb-19,Planning Committee,44 Duke Street Douglas Isle Of Man IM1 2AX
Permitted,18/01175/B,"Refurbishment of redundant sludge processing buildings to provide storage, archive and workshop space",15-Jan-19,Principal Planner- North (CB),Meary Veg Sewage Treatment Works Balnahowe Santon Isle Of Man IM4 1HL 
Permitted,18/01176/B,Demolition of property in order to widen existing access road,05-Mar-19,Planning Committee,10 Snugborough Avenue Union Mills Isle Of Man IM4 4LR
Permitted,18/01240/C,Change of use of ground floor and basement from retail to Class 3 Food and Drink,28-Jan-19,Principal Planner - South (SC),15 - 17 Duke Street Douglas Isle Of Man IM1 2BB
Permitted,18/01243/B,Demolition of existing rear extension and erection of replacement rear extension,03-Apr-19,Principal Planner - South (SC),Ballakaneen House Andreas Road Andreas Isle Of Man IM7 4EN
Permitted,19/00017/B,Raising of existing store roof pitch to create an utility room,21-Mar-19,Principal Planner - Enf (AM),1 Spaldrick Port Erin Isle Of Man IM9 6PB 
Permitted,19/00581/B,Formation of a coach layby on Farrants Way,11-Jul-19,Principal Planner- North (CB),Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR
Permitted,19/00582/B,"Alterations, erection of rear ground floor extension and first floor extension over garage",10-Jul-19,Principal Planner - South (SC),58 Magherchirrym Port Erin Isle Of Man IM9 6DB
Permitted,19/00893/B,"Doorway alteration and creation, replacement of cladding and subdivision of existing industrial unit into three industrial units",26-Sep-19,Principal Planner- North (CB),Unit 1 Manx Metals Old Mart Place Colas Drive Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AQ
Permitted,19/00894/B,Installation of a flue,09-Oct-19,Principal Planner - South (SC),Ellimore St Georges Crescent Port Erin Isle Of Man IM9 6HR
Permitted,18/01347/B,Replacement of existing conservatory roof with tiled roof,30-Jan-19,Head of Development Management,34 Ballaquane Park Peel Isle Of Man IM5 1PX
Permitted,19/00435/B,Erection of building for the storage and sale of Manx Loaghtan wool products,23-Jul-19,Head of Development Management,Ballacosnahan Farm Patrick Road Patrick Village Isle Of Man IM5 3AW 
Permitted,19/00733/B,Erection of extension to side elevation,30-Aug-19,Head of Development Management,Garthcote Ballakillowey Road Colby Isle Of Man IM9 4BD
Permitted,19/00867/B,Alterations and erection of a rear extension (in association with 19/00868/CON),30-Sep-19,Principal Planner - South (SC),10 Woodbourne Villas / 42 Alexander Drive Douglas Isle Of Man IM2 3QG
Permitted,19/00868/CON,Registered Building consent for the demolition elements relating the application 19/00867/B,30-Sep-19,Principal Planner - South (SC),10 Woodbourne Villas / 42 Alexander Drive Douglas Isle Of Man IM2 3QG
Permitted,19/00939/B,Blocking up of gateway to front elevation to extend kitchen area and installation of an upvc door to rear elevation,10-Oct-19,Principal Planner - South (SC),Skyhill 13 First Avenue Douglas Isle Of Man IM2 6BA
Permitted,18/01064/B,Erection of a detached building providing garage and workshop with ancillary living accommodation above,22-Jan-19,Head of Development Management,The Haven Old Laxey Hill Laxey Isle Of Man IM4 7BZ
Permitted,19/00096/B,Alterations to conservatory and replacement of existing glazed conservatory roof with flat roof with skylanterns.,12-Mar-19,Head of Development Management,39 Arbory Street Castletown Isle Of Man IM9 1LL
Permitted,19/00097/B,Erection of detached garage with turning area,12-Mar-19,Head of Development Management,102 Royal Avenue Onchan Isle Of Man IM3 1LE
Permitted,19/00076/B,Alterations and erection of rear extension,15-Mar-19,Principal Planner - South (SC),11 Thornhill Park Ramsey Isle Of Man IM8 3NA
Permitted,19/00221/B,Alterations and erection of a rear extension,31-May-19,Principal Planner - South (SC),Rosebank Baldrine Hill Baldrine Isle Of Man IM4 6DQ
Permitted,19/00222/B,Replacement of existing glazed conservatory roof with tiles,09-Apr-19,Head of Development Management,6 Erin Way Port Erin Isle Of Man IM9 6EF
Permitted,19/00224/B,Erection of front porch and rear garage extension,02-May-19,Principal Planner- North (CB),Derbyhaven House Derbyhaven Isle Of Man IM9 1TS 
Permitted,18/00617/B,Alterations and extensions to property including extension at Ground and First floor levels,24-Jan-19,Head of Development Management,Brambley Cottage 11 Cronk Road Union Mills Isle Of Man IM4 4NJ
Permitted,18/01295/B,Application of render to rear and side elevations,24-Jan-19,Head of Development Management,13 Pickard Close Castletown Isle Of Man IM9 1BB
Permitted,19/00013/B,Removal of chimney stack,21-Feb-19,Principal Planner - South (SC),Woodridge Hillberry Green Douglas Isle Of Man IM2 6DE
Permitted,19/00014/B,Erection of detached double garage to south east of existing bungalow,01-Mar-19,Principal Planner - South (SC),The New Bungalow Oatlands Road Andreas Isle Of Man IM7 4ER 
Permitted,19/00137/B,"Residential development comprised of 282 dwellings, associated highway and drainage infrastructure and public open space, and the construction of a new by-pass road between Douglas Road and the rear of Railway Terrace to include a new roundabout on Dougla",06-Aug-19,Planning Committee,"Fields 434764, 434116, 432719, 432607, 432608, 434113, 434114, 434115, 434089, 434090, And 434091 Douglas Road Ballasalla Isle Of Man  "
Permitted,19/00138/B,Erection of extension at rear of property,20-Mar-19,Principal Planner - South (SC),Weston Somerset Road Douglas Isle Of Man IM2 5AE
Permitted,18/01246/C,Additional use of dwelling as self-catering tourist accommodation,22-Jan-19,Head of Development Management,88 Malew Street Castletown Isle Of Man IM9 1LS
Permitted,19/00500/CON,Registered Building consent for the demolition elements relating the application 19/00399/B,11-Jun-19,Head of Development Management,7 Alexander Drive Douglas Isle Of Man IM2 3QD
Permitted,19/00501/B,Replacement front wall,12-Jun-19,Head of Development Management,Rose Cottage 49 Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,19/00803/B,Installation of replacement windows and door to front elevation,18-Sep-19,Principal Planner- North (CB),11 Christian Road Douglas Isle Of Man IM1 2QH
Permitted,19/00804/B,"Alterations, erection of extension and replacement of existing garage door with a window",04-Sep-19,Head of Development Management,55 Maple Avenue Onchan Isle Of Man IM3 3GA
Permitted,19/00807/B,Alterations and erection of heat pump enclosure (retrospective),12-Sep-19,Head of Development Management,16 Cronk Ny Greiney Douglas Isle Of Man IM2 5LW
Permitted,18/01254/B,Conversion of first floor of retail unit (class 1) to provide tourist living accommodation,11-Mar-19,Head of Development Management,4 New Road Laxey Isle Of Man IM4 7BE 
Permitted,19/01159/B,Alterations and erection of extensions (amendment to PA 18/00032/B) (in association with 19/01160/CON),03-Dec-19,Principal Planner - South (SC),Overdale Quarterbridge Road Douglas Isle Of Man IM2 3RJ
Permitted,19/01160/CON,Registered Building consent for the demolition elements relating the application 19/01159/B,03-Dec-19,Principal Planner - South (SC),Overdale Quarterbridge Road Douglas Isle Of Man IM2 3RJ
Permitted,19/00805/B,Erection of stable block,15-Nov-19,Planning Committee,Field 321493 Braaid Road Glen Vine Isle Of Man  
Permitted,19/00964/B,Erection of an extension to rear elevation (amendment to PA 19/00138/B),11-Oct-19,Principal Planner - South (SC),Weston Somerset Road Douglas Isle Of Man IM2 5AE
Permitted,19/00965/B,Erection of rear extension to replace existing sunroom,11-Oct-19,Principal Planner - South (SC),26 Wentworth Close Onchan Isle Of Man IM3 2JT
Permitted,19/00966/B,"Variation of condition one of PA 14/01420/B, Refurbishment of existing farmhouse and barns with link extension to create a dwelling with guest annexe and detached garage, to extend the period of permission by four years",16-Oct-19,Principal Planner - South (SC),Croit E Kirkjufal Ballakillowey Road Colby Isle Of Man  
Permitted,19/00269/B,Conversion of existing shelter to a create a storage building,30-Apr-19,Planning Committee,Public Shelter Near To Bay Hotel Shore Road Port Erin Isle Of Man  
Permitted,19/00294/D,Installation of illuminated signage,06-Jun-19,Head of Development Management,4 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL 
Permitted,19/00952/B,Erection of a replacement farmhouse,17-Dec-19,Planning Committee,Ballakaighen Farm Staarvey Road Cronk Y Voddy Peel Isle Of Man IM5 2AS
Permitted,19/00954/B,Conversion of two flats to create one flat,07-Nov-19,Principal Planner - South (SC),1 & 3 Reayrt Y Chrink Southlands Crescent Port Erin Isle Of Man IM9 6BE
Permitted,19/00956/B,Erection of a side extension and front porch,28-Oct-19,Head of Development Management,Grianane 5 Coopers Close Kirk Michael Isle Of Man IM6 1EB
Permitted,19/01026/B,Erection of storage shed,16-Dec-19,Head of Development Management,Ballaugh Parish Hall Station Road Ballaugh Isle Of Man IM7 5AB 
Permitted,19/01028/B,Erection of extension to existing detached garage,30-Oct-19,Principal Planner - South (SC),Gollane Cottage Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF
Permitted,19/00322/C,Creation of camp site for the duration of TT Fortnight and Classic TT Fortnight,17-May-19,Planning Committee,Football Club Billy Goat Park Stoney Mountain Road Eairy Isle Of Man IM4 3HJ 
Permitted,19/00325/B,Installation of a flue,03-May-19,Principal Planner- North (CB),Garey Ashen Stoney Road Douglas Isle Of Man IM2 5AL
Permitted,19/00788/B,Installation of an obscure glazed window to South East elevation and creation of a Juliet balcony door from existing window to North West elevation,22-Aug-19,Principal Planner - South (SC),4 Furman Road Onchan Isle Of Man IM3 1BS
Permitted,19/00790/B,Replacement of existing glazed conservatory roof with tile,22-Aug-19,Principal Planner - South (SC),Waterloo House Ballaughton Manor Hill Douglas Isle Of Man IM2 1NA
Permitted,19/00791/B,Installation of a heat pump to replace existing boiler,21-Aug-19,Principal Planner - South (SC),16 Cronk Ny Greiney Douglas Isle Of Man IM2 5LW
Permitted,19/01167/CON,Registered Building consent for the demolition elements relating the application 19/01166/B,17-Dec-19,Planning Committee,Public Shelter 1 Loch Promenade Douglas Isle Of Man  
Permitted,18/01250/B,"Replacement of existing timber rear windows with PVC double glazed units, and replacement back door",24-Jan-19,Principal Planner - South (SC),1 Crossag Road Ballasalla Isle Of Man IM9 3DX
Permitted,18/01285/B,Replacement roof tiles to dwelling,14-Jan-19,Head of Development Management,3 Birch Hill Crescent Onchan Isle Of Man IM3 3JA
Permitted,19/00134/B,Installation of replacement roof tiles and two roof lights,25-Mar-19,Director 2017+,3 Charles Street Peel Isle Of Man IM5 1AF
Permitted,19/00388/CON,Registered building consent for the demolition of existing detached garage and conservatory (in connection with application 19/00387/B),08-Jul-19,Head of Development Management,Eburacum 57 Selborne Drive Douglas Isle Of Man IM2 3NJ
Permitted,19/00682/B,Erection of a building to provide two garages and alteration to garden curtilage boundary lines,28-Aug-19,Principal Planner- North (CB),"2, 3 & 5 Balnahow Farm Cottages Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN "
Permitted,19/00684/B,"Alterations, creation of a roof terrace and additional parking",02-Aug-19,Head of Development Management,8 Victoria Road Douglas Isle Of Man IM2 4ER 
Permitted,19/00685/B,"Alterations, erection of extension and creation of tiered landscaping, raised decking and patio area below",23-Jul-19,Principal Planner - South (SC),Seafield Laxey Road Baldrine Isle Of Man IM4 6HA
Permitted,19/00687/B,Erection of garage and store room extension to side elevation,20-Aug-19,Principal Planner - Enf (AM),23 Campion Crescent Reayrt Ny Keylley Peel Isle Of Man IM5 1GE 
Permitted,19/00688/B,Installation of two additional windows to South West elevation,02-Aug-19,Head of Development Management,Premier House Unit 1  Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4QB 
Permitted,19/00054/B,Conversion of Storage Barn to tourist accommodation ancillary to Shore Hotel (Amendment to PA 18/00058/B),04-Mar-19,Principal Planner- North (CB),Store Shore Hotel Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ 
Permitted,19/00477/B,Alterations and erection of extension to replace existing rear conservatory,11-Jun-19,Head of Development Management,3 St Catherines Close Douglas Isle Of Man IM1 4JD 
Permitted,19/01066/B,Installation of a 20 cycle shelter,18-Nov-19,Principal Planner- North (CB),QEII High School Douglas Road Peel Isle Of Man IM5 1RD 
Permitted,19/01067/B,Installation of a 20 cycle shelter,18-Nov-19,Principal Planner- North (CB),QEII High School Douglas Road Peel Isle Of Man IM5 1RD 
Permitted,19/00876/B,Alterations to Marine Garden wall and creation of access ramps,09-Oct-19,Principal Planner- North (CB),6 Marine Garden Harris Promenade Douglas Isle Of Man  
Permitted,19/01074/D,Installation of non-illuminated signage,08-Nov-19,Principal Planner - South (SC),Unit 4 Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB 
Permitted,19/00005/B,Erection of single storey extension to rear of dwelling,01-Mar-19,Principal Planner - South (SC),9 Briarfield Avenue Onchan Isle Of Man IM3 3JN
Permitted,19/00045/B,Alterations and extensions to property to provide additional living accommodation,05-Mar-19,Planning Committee,Carrick Sulby Glen Sulby Isle Of Man IM7 2AZ 
Permitted,19/00091/B,"Alterations, erection of a replacement rear extension, installation of dormer windows and replacement of an existing garage with a garden room (in association with 19/00092/CON)",21-Mar-19,Principal Planner - Enf (AM),Croft End 2 The Crofts Castletown Isle Of Man IM9 1LY
Permitted,19/00092/CON,Registered Building consent for the demolition elements relating the application 19/00091/B,21-Mar-19,Principal Planner - Enf (AM),Croft End 2 The Crofts Castletown Isle Of Man IM9 1LY
Permitted,19/00218/B,Erection of a porch extension,17-Apr-19,Head of Development Management,19 Clybane Rise Douglas Isle Of Man IM2 2LY
Permitted,19/00219/B,"Installation of replacement windows, door and fascias / guttering to front elevation",30-Apr-19,Principal Planner - South (SC),7 Summerhill Douglas Isle Of Man IM2 4PG
Permitted,19/00051/B,Erection of an entrance canopy,04-Mar-19,Principal Planner- North (CB),Jacksons Ltd Eden Business Park Cooil Road Braddan Isle Of Man IM4 2AZ 
Permitted,19/00090/B,Replacement existing glazed conservatory roof with tile roof,12-Mar-19,Head of Development Management,37 Howe Road Onchan Isle Of Man IM3 2BA
Permitted,19/00771/GB,"Alterations, erection of a detached gardens entrance building and creation of an opening in existing walled garden to provide pedestrian access (in association with 19/00772/CON)",21-Aug-19,Principal Planner - South (SC),Milntown  Glen Auldyn Ramsey Isle Of Man IM7 2AB 
Permitted,19/00772/CON,"Registered Building consent for alterations, erection of a detached gardens entrance building and creation of an opening in existing walled garden to provide pedestrian access (in association with 19/00771/GB) Registered Building Nos. 168",21-Aug-19,Principal Planner - South (SC),Milntown Glen Auldyn Ramsey Isle Of Man IM7 2AB 
Permitted,18/01022/B,Creation of a car park with associated access,14-Feb-19,Planning Committee,Part Field 411629 (associated With Ballacreggan Farm) Adjacent To The Railway Station Hotel Station Road Port St. Mary Isle Of Man  
Permitted,18/01244/B,Erection of log cabin for use as a home studio for arts and crafts business currently operating from dwelling,25-Jan-19,Planning Committee,Abbotsleigh Strang Road Union Mills Isle Of Man IM4 4NP
Permitted,18/01288/CON,"Registered Building Consent for alterations to existing dwelling - part retrospective - RB 62 (in associated with PA 18/01287/GB, and forming amendments to 17/00793CON)",05-Feb-19,Principal Planner- North (CB),4 Parliament Square Castletown Isle Of Man IM9 1LA
Permitted,19/00220/B,Installation of antenna,02-May-19,Head of Development Management,Grandstand Glencrutchery Road Douglas Isle Of Man IM2 6DA
Permitted,19/00505/B,Replacement of existing glazed conservatory roof with tile,02-Jul-19,Head of Development Management,Whitebridge St Georges Crescent Port Erin Isle Of Man IM9 6HR
Permitted,19/00828/C,Change of use of level 3 to the North Side of the main entrance to Victory House from office (Class 2) to retail (Class 1),08-Oct-19,Planning Committee,Victory House Prospect Hill Douglas Isle Of Man IM1 1EQ 
Permitted,19/00829/C,Change of use of level 3 to the North Side of the main entrance to Victory House from office (Class 2) to food and drink (Class 3),08-Oct-19,Planning Committee,Victory House Prospect Hill Douglas Isle Of Man IM1 1EQ 
Permitted,19/00831/B,Installation of roof lights and alterations to two existing windows and roof to rear elevation,12-Sep-19,Head of Development Management,Fedora House Mount Bradda Douglas Isle Of Man IM1 4AR 
Permitted,19/01031/C,Additional use of bedroom as beauty treatment room,29-Oct-19,Planning Committee,12 Lakeside View Douglas Isle Of Man IM2 7BS 
Permitted,19/01033/B,Installation of air source heat pump to replace fossil fuel boiler,07-Nov-19,Principal Planner - South (SC),8 Bradda View Grove Ballakillowey Colby Isle Of Man IM9 4DE 
Permitted,19/01053/B,Erection of a dwelling (amendment to approved PA 16/01314/REM),14-Nov-19,Head of Development Management,Plot 13 Ballaglonney Housing Development Main Road Crosby Isle Of Man  
Permitted,19/01055/B,Alterations and erection of rear dormer,31-Oct-19,Principal Planner - South (SC),17 Sandringham Drive Onchan Isle Of Man IM3 4HH
Permitted,19/01097/B,Installation of a heat pump to replace boiler,20-Nov-19,Principal Planner - South (SC),Cronkbourne The Level Colby Isle Of Man IM9 4AF
Permitted,19/01098/B,Installation of a heat pump to replace boiler,20-Nov-19,Principal Planner - South (SC),9 Hilltop Rise Douglas Isle Of Man IM2 2LF
Permitted,18/01154/B,Widening of existing vehicular access including taking down part of boundary wall,01-Mar-19,Principal Planner - South (SC),Wayside Castletown Road Port St. Mary Isle Of Man IM9 5LT
Permitted,18/01334/CON,"Registered Building Consent for refurbishment and conversion of existing building to form cafe bar/restaurant at ground and first floor, with business hub/club on upper floors above - RB 289 (in connection with application 18/01333/GB)",11-Mar-19,Planning Committee,Former Newsons Warehouse 27-28 North Quay Douglas Isle Of Man IM1 4LE
Permitted,19/00047/B,Replacement of existing conservatory roof with tiled roof,04-Mar-19,Principal Planner - South (SC),28 Hillcroft Douglas Isle Of Man IM2 7DR
Permitted,19/01200/B,Erection of detached dwellings with integral garage,24-Dec-19,Principal Planner - South (SC),"Plots 76, 79 & 80 Phase 2 Royal Park Ramsey Isle Of Man  "
Permitted,19/01202/D,Installation of illuminated signage to walls and buildings and erection of two illuminated totem pole signs,19-Dec-19,Head of Development Management,Jacksons Car Sales Eden Business Park Cooil Road Braddan Isle Of Man IM4 2AZ
Permitted,19/01203/B,"Removal of condition 2 of PA 18/00776/B, Creation of an exercise area and memorial gardens with associated landscaping, structures and parking, regarding new car park and its retention",19-Dec-19,Principal Planner - South (SC),Corrins Court Manx Blind Welfare Heywood Avenue Onchan Isle Of Man IM3 3AP 
Permitted,19/00007/B,Erection of two storey extension to side of dwelling,27-Feb-19,Principal Planner- North (CB),9 St Catherines Close Douglas Isle Of Man IM1 4HY 
Permitted,19/00195/CON,Registered Building consent for the demolition elements relating the application 19/00194/B,18-Apr-19,Head of Development Management,Kent Lodge Little Switzerland Douglas Isle Of Man IM2 6AE
Permitted,19/00358/B,Alterations and erection of rear extension,24-May-19,Principal Planner - South (SC),15 First Avenue Douglas Isle Of Man IM2 6BA
Permitted,19/00359/B,Erection of a replacement detached dwelling and alterations to existing vehicular access,15-May-19,Principal Planner - South (SC),Dreem-Ny-Geay Grove Mount Ramsey Isle Of Man IM8 3HE
Permitted,19/00142/CON,Registered Building consent for the demolition elements relating the application 19/00139/B,25-Mar-19,Director 2017+,Balleira Farm Balleira Road Kirk Michael Isle Of Man IM6 1EE
Permitted,19/00166/B,Erection of a front porch,05-Apr-19,Principal Planner - South (SC),Brook Cottage Castletown Road Port St. Mary Isle Of Man IM9 5LT
Permitted,19/00167/C,Change of use from retail (Class 1) to personal training studios and treatment rooms (retrospective),02-Apr-19,Planning Committee,The Fit Hub Hanley Court North Shore Road Ramsey Isle Of Man IM8 3DY 
Permitted,19/00168/B,Removal of a rear chimney (in association with 19/00169/CON),08-Apr-19,Head of Development Management,9A Stanley Road Peel Isle Of Man IM5 1NX
Permitted,19/00169/CON,Registered Building Consent for the demolition elements of PA 19/00168/B,08-Apr-19,Head of Development Management,9A Stanley Road Peel Isle Of Man IM5 1NX
Permitted,19/00170/C,Change of use from a museum to provide cafe (Class 3) and retail (Class 1),18-Apr-19,Planning Committee,Murrays Motorcycle Museum Mountain Road Lezayre Isle Of Man IM7 2BJ 
Permitted,19/00171/C,Additional use of residential dwelling as tourist living accommodation,05-Apr-19,Principal Planner - South (SC),15 Sunningdale Drive Onchan Isle Of Man IM3 1EX
Permitted,19/00172/B,Installation of replacement door and three windows to rear elevation,05-Apr-19,Principal Planner - South (SC),31 Derby Road Douglas Isle Of Man IM2 3ES
Permitted,19/00758/B,Replacement of existing glazed conservatory roof with tile,13-Aug-19,Head of Development Management,5 Oak Road Ballawattleworth Peel Isle Of Man IM5 1WD 
Permitted,19/00759/C,Additional use of residential dwelling as tourist living accommodation,25-Sep-19,Principal Planner- North (CB),Foghorn House Douglas Head Douglas Isle Of Man IM1 5BP 
Permitted,19/00760/B,Alterations and erection of a front porch,29-Aug-19,Principal Planner - Enf (AM),Hedera House Bradda Road Spaldrick Port Erin Isle Of Man IM9 6PF 
Permitted,19/01040/B,"Alterations, replacement windows and doors, and creation of disabled access ramps",14-Nov-19,Principal Planner - South (SC),Andy's Chip Shop And Mini-Market 1-3 Clagh Vane Ballasalla Isle Of Man IM9 2HR
Permitted,19/01043/B,Erection of dwelling,13-Nov-19,Principal Planner- North (CB),Land Adjacent To Teckelwood 5 Ballabridson Park Ballasalla Isle Of Man  
Permitted,19/01044/B,"Alterations, removal of porch, replacement garage and installation of replacement windows (in association with PA 19/01045/CON)",13-Nov-19,Principal Planner - South (SC),42 York Road Douglas Isle Of Man IM2 3AX
Permitted,19/00174/B,Removal of false dormers to South East elevation and installation of replacement roof slates,05-Apr-19,Head of Development Management,Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,19/00236/B,Installation of a flue (retrospective),23-Apr-19,Head of Development Management,Hillview Kiondroghad Road Andreas Isle Of Man IM7 3EL 
Permitted,19/00237/B,Alterations and erection of front porch and rear extension,23-Apr-19,Head of Development Management,5 Ballaterson Crescent Peel Isle Of Man IM5 1BL
Permitted,19/00238/B,"Variation of condition five of PA 16/00912/B, Variation of Condition 5 of planning approval granted under 15/01302/C to allow 60 temporary camping pitches at any one time, to increase the number of camping pitches to 120",31-May-19,Planning Committee,Ballafletcher Sports Centre  Strang Douglas Isle Of Man IM4 4RA 
Permitted,19/00239/B,"Variation of condition two of PA 16/00670/B, Erection of detached ancillary living accommodation, to allow for internal modifications to approved detached ancillary accommodation (retrospective)",30-Apr-19,Principal Planner - South (SC),12 Farmhill Lane Douglas Isle Of Man IM2 2EF
Permitted,19/00248/C,Additional use of agricultural building to include plant repair business (retrospective),13-Aug-19,Planning Committee,Ballachrink Farm Ballanicholas Garth Crosby Isle Of Man IM4 2HD 
Permitted,19/00253/B,Replacement of existing roof with new tiles,03-May-19,Principal Planner- North (CB),4 Furman Road Onchan Isle Of Man IM3 1BS
Permitted,18/00914/B,"Extension to rear, side and over garage of existing property to provide additional living accommodation",10-Jan-19,Head of Development Management,15 Terence Avenue Douglas Isle Of Man IM2 5BN
Permitted,18/01036/B,"Alterations and additions including demolition of existing glazed gallery, erection of single storey extension to rear of property and modifications to first floor window opening (amendment to PA 17/01216/B)",05-Feb-19,Head of Development Management,The Crofts Chapel Lane Baldrine Isle Of Man IM4 6DG
Permitted,18/01345/B,Replacement of existing glazed conservatory roof with tiles,30-Jan-19,Head of Development Management,Coach House 33 Marathon Road Douglas Isle Of Man IM2 4HN 
Permitted,18/01346/B,Installation of 150 tourist living accommodation units and associated facilities for the 2019 TT period,05-Mar-19,Planning Committee,Former Prison Site Victoria Road Douglas Isle Of Man  
Permitted,19/00327/C,Change of use of Unit 2 light industrial to provide personal health training,13-May-19,Planning Committee,Former Gas Works Mill Road Peel Isle Of Man IM5 1AX 
Permitted,18/01050/B,Replacement of existing conservatory roof with tiled roof,05-Feb-19,Head of Development Management,40 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NU
Permitted,19/00335/B,"Alterations, replacement front porch, enlargement of existing rear dormer, removal of a chimney and replacement roof to existing conservatory",03-May-19,Head of Development Management,The Dowry Richmond Road Ramsey Isle Of Man IM8 3PA
Permitted,19/00336/B,Erection of a store extension to side of existing detached garage,03-May-19,Head of Development Management,1 Lheaney Grove Ramsey Isle Of Man IM8 2JQ
Permitted,19/00338/B,Alterations and installation of replacement roof tiles,29-May-19,Head of Development Management,35A Ard Reayrt Laxey Isle Of Man IM4 7QP 
Permitted,19/00339/B,Installation of an extractor flue,22-Jul-19,Principal Planner - South (SC),Restaurant Capital House 16 - 18 Circular Road Douglas Isle Of Man IM1 1AG 
Permitted,19/00341/D,Installation of non illuminated signage,29-May-19,Head of Development Management,First Names House Victoria Road Douglas Isle Of Man IM2 4DF 
Permitted,19/00431/B,Creation of hardstanding for off road parking,30-May-19,Principal Planner- North (CB),20 Cooil Drive Douglas Isle Of Man IM2 2HB
Permitted,19/00432/B,Installation of two flues (retrospective),03-Jun-19,Principal Planner - South (SC),33 Howe Road Onchan Isle Of Man IM3 2BA
Permitted,19/00433/B,Alterations and extension of existing sports club house,11-Jul-19,Principal Planner - South (SC),Bowling Club Old Church Road Crosby Isle Of Man IM4 2HA
Permitted,19/00810/B,Installation of new window to rear elevation,30-Oct-19,Principal Planner - South (SC),73 Woodbourne Road Douglas Isle Of Man IM2 3AQ
Permitted,19/01164/B,Variation of condition 1 to PA 16/00924/B for erection of a two storey complex comprising of twelve apartments with associated car parking and landscaping to extend the period of approval for a further 1 year,11-Dec-19,Principal Planner - South (SC),Close Woirrey Ramsey Isle Of Man IM8 2EJ
Permitted,19/00455/B,Alterations to existing sun lounge,21-Jun-19,Head of Development Management,Meadowside (formerly Berachah) Main Road Colby Isle Of Man IM9 4NG 
Permitted,19/00456/B,Creation of hard standing to service existing barn,03-Jun-19,Head of Development Management,Barn Clypse Reservoir Clypse Onchan Isle Of Man IM4 5BG 
Permitted,19/00457/B,Roof and window alterations to existing rear conservatory to create a flat roof sun lounge and installation of a flue,27-Jun-19,Principal Planner - Enf (AM),40 Erin Crescent Port Erin Isle Of Man IM9 6FD 
Permitted,19/00459/B,Formation of one roof light from two existing and installation of glazed railings over entrance to Centre,01-Aug-19,Head of Development Management,Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR
Permitted,19/00808/GB,"Alterations, refurbishment works to create ten hotel bedrooms and managers accommodation, window / door alterations, creation of a dormer window, rear external cellar services building, installation of roof lights and an extractor flue (in association wit",19-Sep-19,Principal Planner- North (CB),Queens Hotel Queens Promenade Douglas Isle Of Man IM2 4NL
Permitted,19/00809/CON,"Registered Building consent  for alterations, refurbishment works to create ten hotel bedrooms and managers accommodation, window / door alterations, creation of a dormer window, rear external cellar services building, installation of roof lights and an e",18-Sep-19,Principal Planner- North (CB),Queens Hotel Queens Promenade Douglas Isle Of Man IM2 4NL
Permitted,19/00811/GB,"Alterations, installation of roof lights and conversion of existing court house into a multi-functional community centre (in association with 19/00812/CON)",11-Sep-19,Planning Committee,Court House Parliament Street Ramsey Isle Of Man IM8 1AR
Permitted,19/00812/CON,"Registered Building consent for alterations, installation of roof lights and conversion of existing court house into a multi-functional community centre (in association with 19/00811/GB) Registered Building Nos. 79",11-Sep-19,Planning Committee,Court House Parliament Street Ramsey Isle Of Man IM8 1AR
Permitted,19/00330/B,Erection of carport,24-May-19,Head of Development Management,Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU
Permitted,19/00332/B,"Conversion of part of dwelling to create separate, self-contained living accommodation.",11-Jul-19,Principal Planner- North (CB),Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU
Permitted,19/00333/C,Change of use of ancillary residential/ tourist unit to residential accommodation,22-Jul-19,Head of Development Management,Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU
