"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","MinCompletionDate","CompletionDate","Issue"
"abc4707f02b69c5c9fd3e2efe9f5308b","","22","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","31/07/2015","27/09/2017","","Victoria Road is an invalid locality name"
"d716b8c8a3bd3132c320078ce38c7982","","22","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","04/10/2017","31/10/2017","","Victoria Road is an invalid locality name"
"052d9d6ade2ced120d7cb0533d5e5d4f","","22","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","0.0","0.0","26/08/2021","20/12/2021","","Victoria Road is an invalid locality name"
"b835dbe11b778b165f689256f7907434","","22","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","0.0","0.0","28/10/2022","21/11/2022","","Victoria Road is an invalid locality name"
"0755ed1e370860c1736527f73af8e442","","40","","Knock Rushen","Scarlett Road","Castletown","IM9 1TQ","Malew","321000.0","321000.0","15/08/2017","18/04/2018","","Scarlett Road is an invalid locality name"
"67888fbfac0e546f8333595fc25e29cd","","","The Buchan School","Westhill","Arbory Road","Castletown","IM9 1RD","Malew","3250000.0","1.0","01/08/1991","11/06/2018","","Arbory Road is an invalid locality name"
"80a3395e91f31b791435b50ca78f0490","Shared area in relation to","16","","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","11/07/2007","06/02/2018","","Victoria Road is an invalid locality name"
"62744f75de029e426753a9243b866832","Shared area in relation to","16","","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","20/11/2018","18/02/2019","","Victoria Road is an invalid locality name"
"15c3c8e0ab43fc3f6b0499d7f8b4f495","","17","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","27/07/2007","13/02/2018","","Victoria Road is an invalid locality name"
"99a3f9c511b747da579d4f0c62b83293","","17","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","07/08/2019","28/09/2019","","Victoria Road is an invalid locality name"
"52b70298574636c7dba61714f59362a7","","23","Shared Area In Relation To ","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","17/12/2009","15/08/2018","","Victoria Road is an invalid locality name"
"4e8171f269938ae063f42210512ef954","","24","Shared Area In Relation To","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","","0.0","04/10/2005","03/09/2018","","Victoria Road is an invalid locality name"
"bd68c3de44535ff3f34b23ef38930322","","24","Shared Area In Relation To","Brewery Wharf","Victoria Road","Castletown","IM9 1EU","Malew","0.0","0.0","11/05/2023","07/07/2023","","Victoria Road is an invalid locality name"
"b6276cb0fd4627e23544393ef4a713aa","","","","Hango Hill","Derbyhaven Road","Castletown","","Malew","5.0","5.0","15/08/1966","12/06/2018","","Derbyhaven Road is an invalid locality name"
"37b641d2385bb8d58abfbb164e654ce5","","","","The Cottage","Crossag Road","Ballasalla","IM9 3EE","Malew","200000.0","200000.0","15/08/2018","09/02/2019","","Crossag Road is an invalid locality name"
"74c6d833fc7407ef418ec8cde3bee9e8","","","The Stables","Ballasalla House","Bridge Road","Ballasalla","IM9 3DQ","Malew","340000.0","340000.0","11/12/2018","25/10/2019","","Bridge Road is an invalid locality name"
"7cfe37915c03a3cb1125fd41a9798173","Penthouse Flat","","","Corvalley House","Douglas Street","Castletown","IM9 1PE","Malew","560000.0","560000.0","30/01/2019","30/10/2019","","Douglas Street is an invalid locality name"
"740b031b146b6eb9948d1abc2252d298","","44","","Knock Rushen","Scarlett Road","Castletown","IM9 1TQ","Malew","540000.0","540000.0","01/04/2019","16/12/2019","","Scarlett Road is an invalid locality name"
"45d99d7953df3a1b3ea631b18f6215f0","","","The Lodge","Ballaquaggan Farm","Douglas Road","Ballasalla","IM9 3AD","Malew","1180000.0","1180000.0","05/04/2019","05/12/2019","","Douglas Road is an invalid locality name"
"9b5a88246e093e18ed90885a6bbb9526","","1","West View","Red Gap","Arbory Road","Castletown","IM9 1HB","Malew","380000.0","380000.0","19/07/2024","20/11/2024","","Arbory Road is an invalid locality name"
"b1963549b039c0995bc37665562a5d11","","8","","Homefield Villas","Douglas Road","Ballasalla","IM9 2EJ","Malew","240000.0","240000.0","12/02/2025","16/05/2025","","Douglas Road is an invalid locality name"
"c6b9ad763ffd9c331f50b992758db17b","","","Lane","Part Of Westhall Farm","Off Bridge Road","Ballasalla","","Malew","75000.0","75000.0","24/07/2009","15/07/2025","","Off Bridge Road is an invalid locality name"
"84692c6abbe024705d719fc163ddbfb5","","","Land Part Of Buchan School","Westhill","Arbory Road","Castletown","IM9 1RD","Malew","500000.0","500000.0","01/07/2025","02/09/2025","","Arbory Road is an invalid locality name"
"8c0d2ce819fdbcfd4eaff6a1cab5a254","","","Land And Fields Forming Part Of","Bowling Green Estate And Part Of","Ballalough And Mill Meadow","Castletown","","Malew","240000.0","240000.0","30/07/2025","04/03/2026","","Ballalough And Mill Meadow is an invalid locality name"
"fb5e67ec233f636c42d172ffb7308ad2","","41","","Ballanoa Meadow","Moaney Road","Santon","IM4 1HQ","Santon","","184000.0","04/10/2005","02/12/2005","","Moaney Road is an invalid locality name"
"f62fc178a98ba83f810a27d2a8a2cd8c","","41","","Ballanoa Meadow","Moaney Road","Santon","IM4 1HQ","Santon","250000.0","250000.0","08/02/2019","23/04/2019","","Moaney Road is an invalid locality name"
"9147a35d600138980c81d2a194d19527","","42","","Ballanoa Meadow","Moaney Road","Santon","IIM4 1HQ","Santon","","210000.0","14/07/2006","31/03/2007","","Moaney Road is an invalid locality name"
"cb172b901b26da91b7409fca9de6e5f5","","42","","Ballanoa Meadow","Moaney Road","Santon","IM4 1HQ","Santon","255000.0","255000.0","10/12/2018","16/01/2019","","Moaney Road is an invalid locality name"
"caa2fc146724fc8b88d3de35371921b5","","42","","Ballanoa Meadow","Moaney Road","Santon","IM4 1HQ","Santon","338000.0","338000.0","03/04/2024","30/04/2024","","Moaney Road is an invalid locality name"
"c3544c99b150dd86b070d29024cbaf3f","","","Coach House","Crogga","Old Castletown Road","Santon","IM4 1EB","Santon","855000.0","855000.0","21/03/2007","07/11/2007","","Old Castletown Road is an invalid locality name"
"5235ebaeecb7d0ba18ddf1b7efc5a5af","","","Garage 28","Rowan Woods","Murrays Lake Drive","Mount Murray","IM4 2HT","Santon","17500.0","17500.0","27/05/2011","28/10/2011","","Murrays Lake Drive is an invalid locality name"
"9b1e94118d17c3b834d3925a0440c34a","","","Garage 29","Rowan Woods","Murrays Lake Drive","Mount Murray","IM4 2HT","Santon","17500.0","17500.0","27/05/2011","28/10/2011","","Murrays Lake Drive is an invalid locality name"
"70d31b4cc925589f0cad528a853c78ef","","","Garage 30","Rowan Woods","Murrays Lake Drive","Mount Murray","IM4 2HT","Santon","17500.0","17500.0","27/05/2011","28/10/2011","","Murrays Lake Drive is an invalid locality name"
"ba3e8d8ee690185e441be9e5a33295ae","","","Garages 49 And 50","Rowan Woods","Murrays Lake Drive","Santon","","Santon","34000.0","34000.0","16/05/2014","30/09/2019","","Murrays Lake Drive is an invalid locality name"
"0994235e68c4c836bc56c079a353d7d8","","","Gas District Regulation Station","Ballahowin Estate","Clannagh Road","Santon","","Santon","","24.75","22/02/2019","26/10/2019","","Clannagh Road is an invalid locality name"
"76fe71e7aa0ccf67bab75ebf3c6ef032","","","Parcel Of Land","Part Of Ballachrine","Abutting Church Road","Santon","IM4 1EZ","Santon","5000.0","0.0","26/09/2019","24/12/2019","","Abutting Church Road is an invalid locality name"
"f5add523ff089662fbaddb22a56866c7","","2","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","","232000.0","31/08/2005","06/03/2006","","New Castletown Road is an invalid locality name"
"9e5e139a3f54f919bc95dd9c5a409b57","","2","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","299000.0","0.0","03/07/2018","09/07/2018","","New Castletown Road is an invalid locality name"
"43eee9c1a1ba90d32870cacb2e3c0b51","","3","","Park View","Old Casltetown Road","Douglas","IM4 1AD","Braddan","","210000.0","03/03/2006","12/05/2007","","Old Casltetown Road is an invalid locality name"
"1c9b31833b01523894f65a1ddaec9351","","3","","Park View","Old Casltetown Road","Douglas","IM4 1AD","Braddan","278000.0","278000.0","14/03/2011","06/07/2011","","Old Casltetown Road is an invalid locality name"
"23013f79aa684390c47c57039cb88f18","","3","","Park View","Old Casltetown Road","Douglas","IM4 1AD","Braddan","278000.0","278000.0","19/10/2017","01/11/2017","","Old Casltetown Road is an invalid locality name"
"5d95bf4e26ab34ecfbc76d2f2b78a852","","3","","Park View","Old Casltetown Road","Douglas","IM4 1AD","Braddan","278000.0","278000.0","06/07/2018","15/08/2018","","Old Casltetown Road is an invalid locality name"
"119bb934d570db8c5fc3edb50d235740","","18","","Ballanawin","Strang Road","Union Mills","IM4 4NR","Braddan","194000.0","194000.0","04/04/2007","14/11/2007","","Strang Road is an invalid locality name"
"aecd1f0c7143f2432b800d9b0e87882c","","18","","Ballanawin","Strang Road","Union Mills","IM4 4NR","Braddan","197500.0","197500.0","29/03/2019","24/05/2019","","Strang Road is an invalid locality name"
"d1cac83fe4eb56ec2a3da312d26ef615","","2","","White Hoe Cottages","Old Castletown Road","Kewaigue","IM2 1QE","Braddan","250000.0","250000.0","25/04/2008","17/03/2009","","Old Castletown Road is an invalid locality name"
"ecdf2915a02748d191d97af1db31634b","","2","","White Hoe Cottages","Old Castletown Road","Kewaigue","IM2 1QE","Braddan","18750.0","0.25","16/08/2013","13/10/2014","","Old Castletown Road is an invalid locality name"
"188f4820833607ddf893dfcec92bd346","","3","","White Hoe Cottages","Old Castletown Road","Kewaigue","IM2 1QE","Braddan","175000.0","175000.0","06/02/2009","03/04/2009","","Old Castletown Road is an invalid locality name"
"a826fed0b3f347cd1c1954ec2b174e53","","3","","White Hoe Cottages","Old Castletown Road","Kewaigue","IM2 1QE","Braddan","13750.0","0.25","16/08/2013","13/10/2014","","Old Castletown Road is an invalid locality name"
"0872fe39819c471d23ea36f362e6c88f","","4","","Ivy Cottages","Old Castletown Road","Kewaigue","IM4 1AE","Braddan","240000.0","240000.0","09/05/2008","02/04/2009","","Old Castletown Road is an invalid locality name"
"396693078e4949fcc9076105b008455e","","4","","Ivy Cottages","Old Castletown Road","Kewaigue","IM4 1AE","Braddan","32250.0","0.25","16/08/2013","13/10/2014","","Old Castletown Road is an invalid locality name"
"27a5a419e31764ff35152889661fb11f","","3","","Ivy Cottages","Old Castletown Road","Kewaigue","IM4 1AE","Braddan","270000.0","270000.0","28/10/2008","03/04/2009","","Old Castletown Road is an invalid locality name"
"03efa42033dd1b9c50967517609cef7a","","3","","Ivy Cottages","Old Castletown Road","Kewaigue","IM4 1AE","Braddan","19250.0","0.25","16/08/2013","13/10/2014","","Old Castletown Road is an invalid locality name"
"9cba168a01aeec3294ea87445609cf01","","9","","Willowbrook Gardens","Vicarage Road","Douglas","IM2 2QQ","Braddan","329950.0","329950.0","23/10/2009","07/05/2010","","Vicarage Road is an invalid locality name"
"94d25f805dc3933799359f0847e371d1","","9","","Willowbrook Gardens","Vicarage Road","Douglas","IM2 2QQ","Braddan","315000.0","315000.0","16/05/2014","16/12/2014","","Vicarage Road is an invalid locality name"
"982b7ba203c17f0d1d48bb8ff38c20b3","","9","","Willowbrook Gardens","Vicarage Road","Douglas","IM2 2QQ","Braddan","315000.0","315000.0","09/05/2016","27/05/2016","","Vicarage Road is an invalid locality name"
"8d6fd1e6085469f583c97b3dbbabbf8d","","13","Trelawn","Hollin Lane","Ballafletcher Road","Tromode","IM4 4TR","Braddan","485000.0","485000.0","15/12/2009","21/07/2010","","Ballafletcher Road is an invalid locality name"
"2eacc0e3d2b609beedadc55186b23552","","13","Trelawn","Hollin Lane","Ballafletcher Road","Tromode","IM4 4TR","Braddan","430000.0","430000.0","06/11/2015","27/10/2016","","Ballafletcher Road is an invalid locality name"
"dfbabcd038022088b370b9d043148ee7","","","Garden Area","The Downs","Cronk Road","Union Mills","IM4 4NQ","Braddan","1000.0","1.0","25/01/2010","07/05/2010","","Cronk Road is an invalid locality name"
"8fd7bff6393d9d830d69e5fd070db50b","","68","","Saddle Mews","Groves Road","Douglas","IM2 1HZ","Braddan","138750.0","138750.0","10/06/2010","04/10/2010","","Groves Road is an invalid locality name"
"45180aba6905656f637d4bc503853ada","","68","","Saddle Mews","Groves Road","Douglas","IM2 1HZ","Braddan","103000.0","103000.0","23/10/2020","09/11/2020","","Groves Road is an invalid locality name"
"d982387a525b54a12da7dbd4f54dc4a1","","2","The Hollies","Park View","Castletown Road","Douglas","IM4 1AD","Braddan","265000.0","265000.0","30/04/2010","02/10/2010","","Castletown Road is an invalid locality name"
"8ca046daf075795a0116c7c29a9460ce","","2","The Hollies","Park View","Old Castletown Road","Douglas","IM4 1AD","Braddan","265000.0","265000.0","06/07/2018","15/08/2018","","Old Castletown Road is an invalid locality name"
"b4936cc4e187d490d801c3c222144d9d","","","Unit 9","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QY","Braddan","200000.0","200000.0","19/05/2010","11/11/2010","","Cooil Road is an invalid locality name"
"f9afd0fda10839a2c1baa626bb943b22","","","Unit 9","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QY","Braddan","240000.0","240000.0","15/08/2012","29/10/2012","","Cooil Road is an invalid locality name"
"53cefaf73dd06a4997454d0adad280e0","","","Common Areas Adjacent To Unit 9","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QY","Braddan","","0.0","19/05/2010","12/11/2010","","Cooil Road is an invalid locality name"
"d49a55190d6da88a13affff9f2f46575","","","Common Areas Adjacent To Unit 9","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QY","Braddan","","0.0","15/08/2012","29/10/2012","","Cooil Road is an invalid locality name"
"b279faac635d18a9383eba20db151e56","","6","","Willowbrook Gardens","Vicarage Road","Douglas","IM2 2QQ","Braddan","320000.0","320000.0","27/05/2010","08/10/2010","","Vicarage Road is an invalid locality name"
"4e5ba38293ed57c2e45bd3d1f3e0f043","","6","","Willowbrook Gardens","Vicarage Road","Douglas","IM2 2QQ","Braddan","310000.0","310000.0","25/06/2019","12/09/2019","","Vicarage Road is an invalid locality name"
"07a9faf92ab57985bcb0c67c50325022","","30","","Saddle Mews","New Castletown Road","Douglas","IM2 1JB","Braddan","147500.0","147500.0","23/07/2010","01/12/2010","","New Castletown Road is an invalid locality name"
"c31755b46603be791d0b76585d9f850d","","","Parella","Maitland Terrace","Main Road","Union Mills","IM4 4AH","Braddan","203000.0","203000.0","15/06/2010","15/03/2011","","Main Road is an invalid locality name"
"637281dd09c3c87cca7096002321f87a","Unit 5","","Barleyfields","Isle Of Man Business Park","Cooil Road","Braddan","","Braddan","635000.0","635000.0","12/02/2010","12/05/2011","","Cooil Road is an invalid locality name"
"78cda841c11b110e2c542515cd15e68d","","14","","Ballanawin","Strang Road","Braddan","IM4 4NR","Braddan","215000.0","215000.0","16/08/2010","09/02/2011","","Strang Road is an invalid locality name"
"218c07a312d9e979eee094b3269a2bfc","","14","","Ballanawin","Strang Road","Braddan","IM4 4NR","Braddan","208000.0","208000.0","20/03/2015","13/05/2015","","Strang Road is an invalid locality name"
"fd1e408444e2e69bc604e2c03a0b7931","","14","","Ballanawin","Strang Road","Braddan","IM4 4NR","Braddan","222500.0","222500.0","29/05/2020","15/07/2020","","Strang Road is an invalid locality name"
"c9b79533b9373ad3c6e596e91b9e6e91","","10","","Ballamillaghyn ","Mount Rule Road","Braddan","IM4 4HU","Braddan","365000.0","365000.0","12/10/2010","22/03/2011","","Mount Rule Road is an invalid locality name"
"48b17ae3eb051de88ec442c8aecf3548","","39","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","132500.0","132500.0","08/04/2010","08/08/2011","","New Castletown Road is an invalid locality name"
"1d327cb7e2973906165e769006f11862","","39","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","132500.0","132500.0","05/06/2015","20/07/2015","","New Castletown Road is an invalid locality name"
"c9151a063683bbe2ac29f96929eefcb7","","39","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","150000.0","150000.0","28/04/2017","18/05/2017","","New Castletown Road is an invalid locality name"
"c31f2b3e7b074943fbe65862ec1c9520","","39","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","150000.0","150000.0","19/05/2020","10/10/2020","","New Castletown Road is an invalid locality name"
"166cbf22817cfd583902d784a6602771","","39","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","150000.0","150000.0","22/06/2021","05/11/2021","","New Castletown Road is an invalid locality name"
"605de3bdc717906dcc42b9d15ac8b74e","","","Park House Annex","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QZ","Braddan","405000.0","405000.0","28/09/2010","09/05/2011","","Cooil Road is an invalid locality name"
"6daccb6d5498cf377fcac2b1c2a05c7f","","1","","Harcroft Terrace","New Castletown Road","Douglas","IM2 1JU","Braddan","250000.0","250000.0","03/09/2010","19/04/2012","","New Castletown Road is an invalid locality name"
"b7b0de27d797a5b951b6e719c4196bcc","","1","","White Hoe Cottages","Old Castletown Road","Kewaigue","IM2 1QE","Braddan","181453.0","181453.0","04/12/2007","28/09/2011","","Old Castletown Road is an invalid locality name"
"eaa6182ec79aaaba410880689f7a2aba","","1","","White Hoe Cottages","Old Castletown Road","Kewaigue","IM2 1QE","Braddan","17500.0","0.25","16/08/2013","13/10/2014","","Old Castletown Road is an invalid locality name"
"2878db2a9f6a2e87fa26a301516088f9","","54","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","123200.0","123200.0","18/07/2011","14/11/2011","","New Castletown Road is an invalid locality name"
"f76f888b2dca5d28c2d48eb57017a294","","54","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","146000.0","146000.0","15/02/2012","26/07/2012","","New Castletown Road is an invalid locality name"
"1fe86e0c7fff1b4df5ade7a5782e8c51","","54","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","146000.0","146000.0","19/08/2016","07/11/2016","","New Castletown Road is an invalid locality name"
"19f98c4a679231262586905930db3741","","54","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","150000.0","150000.0","21/04/2017","05/05/2017","","New Castletown Road is an invalid locality name"
"6953d518f59f8cf8f0827a0eac9d2234","Unit 13","","Springham Park","Spring Valley","Cooil Road","Braddan","IM2 2QU","Braddan","390000.0","390000.0","19/08/2011","10/01/2012","","Cooil Road is an invalid locality name"
"53ae1a69a711a8ea6090ff69acb83d39","Stone Barns","","Nunnery Howe","Carnane Estate","Old Castletown Road","Braddan","IM4 1AQ","Braddan","500000.0","500000.0","01/06/2011","10/02/2012","","Old Castletown Road is an invalid locality name"
"b8705be181637c4623d50280d1e261e0","","3","","Saddle Mews","Groves Road","Douglas","IM2 1JA","Braddan","130000.0","130000.0","14/11/2011","06/02/2012","","Groves Road is an invalid locality name"
"019f27bd33a231241720882f8d2900b3","","88","","Saddle Mews","New Castletown Road","Douglas","IM2 1HX","Braddan","147000.0","147000.0","03/11/2011","01/02/2012","","New Castletown Road is an invalid locality name"
"79a51d6a35250f702bf7e9108b853dbc","","56","","Saddle Mews","Groves Road","Douglas","IM2 1HZ","Braddan","110000.0","110000.0","10/11/2011","12/03/2012","","Groves Road is an invalid locality name"
"3fbf1a1b61bac3cac845b1eeefac761b","","56","","Saddle Mews","Groves Road","Douglas","IM2 1HZ","Braddan","146000.0","146000.0","20/01/2025","18/02/2025","","Groves Road is an invalid locality name"
"0ddd3f4c7ada23e67ac98fdcc7a6c5e2","","","Conister Trust Building","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QZ","Braddan","1280000.0","1280000.0","22/12/2011","13/08/2013","","Cooil Road is an invalid locality name"
"e4c7302128bdc73462d1119a56ebd777","","","Conister Trust Building","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QZ","Braddan","1280000.0","1280000.0","02/03/2020","28/10/2020","","Cooil Road is an invalid locality name"
"f7fa2e9bc8b792f4c15e2166e49cd961","","","Kilkenny Wood","Colooneys Lane","Cooil Road","Braddan","IM4 2AG","Braddan","9000.0","9000.0","29/02/2012","30/04/2012","","Cooil Road is an invalid locality name"
"b441586ff16cd11c4496d714527bc852","","4","","Park View","Castletown Road","Douglas","IM4 1AD","Braddan","195000.0","195000.0","08/10/2010","23/03/2012","","Castletown Road is an invalid locality name"
"8b55f033b774a2e99c1038722fe818b4","","4","","Park View","Old Castletown Road","Douglas","IM4 1AD","Braddan","195000.0","195000.0","06/07/2018","15/08/2018","","Old Castletown Road is an invalid locality name"
"30804bb79b20f88dd8393bc332e43ece","","","Cooil Smithy","Isle Of Man Business Park","Cooil Road","Braddan","","Braddan","282000.0","282000.0","22/11/2010","20/08/2012","","Cooil Road is an invalid locality name"
"d68730e3000c504688959743589f8593","","43","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","171500.0","171500.0","30/03/2012","04/07/2012","","New Castletown Road is an invalid locality name"
"e5124517eff0da2d342009082457762c","","43","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","250000.0","250000.0","02/11/2012","26/11/2012","","New Castletown Road is an invalid locality name"
"2539fcd35f587fb71605aba6f78fef9d","","43","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JT","Braddan","420000.0","420000.0","29/09/2025","14/11/2025","","New Castletown Road is an invalid locality name"
"589b4b90c0c3686369c935128f68af89","","18","","Hampton Farm","New Castletown Road","Douglas","IM2 2DN","Braddan","280000.0","280000.0","30/01/2025","10/03/2025","","New Castletown Road is an invalid locality name"
"c920b1c6b1df9b3811b5a9bb7991a4e5","","15","","Hampton Farm","New Castletown Road","Douglas","IM2 2DN","Braddan","242000.0","242000.0","25/01/2023","09/03/2023","","New Castletown Road is an invalid locality name"
"74c3cd89dbc5f532dc7f12e7b0004872","","9","","Hampton Farm","New Castletown Road","Douglas","IM2 2DN","Braddan","150000.0","0.0","18/11/2016","04/01/2017","","New Castletown Road is an invalid locality name"
"45cfdb04423e09bbaf2f3fe83dbe5a6d","","1","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","268000.0","268000.0","11/01/2013","10/04/2013","","New Castletown Road is an invalid locality name"
"5a1d2be8b7c23202ead52e7823f93506","","1","","Willowbrook Gardens","Vicarage Road","Douglas","IM2 2QQ","Braddan","390000.0","390000.0","07/01/2013","30/09/2013","","Vicarage Road is an invalid locality name"
"7fb51ace16897fd90b8ea0bb8a0a671c","","","The Tuck Mill","Port E Chee","Tromode Road","Douglas","IM2 5PD","Braddan","1435000.0","1435000.0","08/03/2013","19/08/2013","","Tromode Road is an invalid locality name"
"b5e1085557947fe7bfe5ba69222d7633","","8","","Hampton Farm","New Castletown Road","Douglas","IM2 2DN","Braddan","260000.0","260000.0","14/06/2024","13/08/2024","","New Castletown Road is an invalid locality name"
"de9c31868608ca31ca277a0a0017f555","","8","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","135000.0","135000.0","28/06/2013","07/10/2014","","New Castletown Road is an invalid locality name"
"d42dee50e86da6089000fc23215a212d","","8","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","170000.0","170000.0","13/09/2013","05/11/2014","","New Castletown Road is an invalid locality name"
"809c2f9722041b14d0207ca635bac57c","","8","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","315000.0","315000.0","24/11/2023","02/04/2024","","New Castletown Road is an invalid locality name"
"2680651c1d58889c61fc003642b0cda9","","15","","Leigh Terrace","Old Castletown Road","Douglas","IM1 5AN","Braddan","248000.0","248000.0","11/07/2013","10/12/2013","","Old Castletown Road is an invalid locality name"
"169045276047bba690352cc73072a632","","15","","Leigh Terrace","Old Castletown Road","Douglas","IM1 5AN","Braddan","330000.0","330000.0","30/06/2022","09/11/2022","","Old Castletown Road is an invalid locality name"
"aa16946c501603de28716ccaedb65d66","","10","Chatsworth","Fort William","Head Road","Douglas","IM1 5BQ","Braddan","499950.0","499950.0","26/06/2013","19/12/2013","","Head Road is an invalid locality name"
"52534f30a39f14259dfe429cea65381b","","10","Chatsworth","Fort William","Head Road","Douglas","IM1 5BQ","Braddan","850000.0","850000.0","10/12/2021","03/02/2022","","Head Road is an invalid locality name"
"0dc1f725e8211264cd9b6541ba63570c","","10","Chatsworth","Fort William","Head Road","Douglas","IM1 5BQ","Braddan","850000.0","850000.0","19/12/2023","02/01/2024","","Head Road is an invalid locality name"
"e369c1b96276682b3fd74c20bb793df2","Unit 9 and 5 car parking spaces","","Springham Park","Spring Valley","Cooil Road","Braddan","IM2 2QU","Braddan","385000.0","385000.0","01/07/2013","14/07/2014","","Cooil Road is an invalid locality name"
"dfe6aee3f71ff25df9971dbb36f2296f","Unit 9 and 5 car parking spaces","","Springham Park","Spring Valley","Cooil Road","Braddan","IM2 2QU","Braddan","455000.0","455000.0","16/06/2023","22/06/2023","","Cooil Road is an invalid locality name"
"5ce14c679c07ea753c8f9c1d1f65dc77","","1","The Gatehouse","Ravenscliffe Mews","Head Road","Douglas","IM1 5BN","Braddan","250000.0","250000.0","08/08/2013","29/01/2014","","Head Road is an invalid locality name"
"2f61659b77a907f0f034c5cfc6812d63","","1","The Gatehouse","Ravenscliffe Mews","Head Road","Douglas","IM1 5BN","Braddan","215000.0","215000.0","27/01/2022","12/04/2022","","Head Road is an invalid locality name"
"ba64d8ccf6913675765fa3ec419efe09","","","Global House","Isle Of Man Business Park","Cooil Road","Braddan","IM2 2QZ","Braddan","1500000.0","1500000.0","21/08/2013","01/07/2014","","Cooil Road is an invalid locality name"
"5d5362c0cbe0b76d70778a319862566b","","","Hampton Court","Quines Hill","Old Castletown Road","Port Soderick","IM4 1AZ","Braddan","1250000.0","1000000.0","13/12/2004","26/03/2014","","Old Castletown Road is an invalid locality name"
"14834b84406146813d875315cf51409c","","","Hampton Court","Quines Hill","Old Castletown Road","Port Soderick","IM4 1AZ","Braddan","1750000.0","1750000.0","13/07/2017","04/08/2017","","Old Castletown Road is an invalid locality name"
"c026d71753c6da21defc92f921d38f91","","","Hampton Court","Quines Hill","Old Castletown Road","Port Soderick","IM4 1AZ","Braddan","2500000.0","2500000.0","18/12/2020","22/04/2021","","Old Castletown Road is an invalid locality name"
"8fd1a44b5412bbdc82fbee5e7054f464","","","Hampton Court","Quines Hill","Old Castletown Road","Port Soderick","IM4 1AZ","Braddan","4500000.0","1003649.48","01/02/2023","11/08/2023","","Old Castletown Road is an invalid locality name"
"2adb8b68995f71795a2139a23a6bade0","","","Hampton Court","Quines Hill","Old Castletown Road","Port Soderick","IM4 1AZ","Braddan","2750000.0","2750000.0","17/07/2024","28/08/2024","","Old Castletown Road is an invalid locality name"
"81ae32ac1cbac70bc344881986fe9330","","","Unit 15","Isle Of Man Business Park","Cooil Road","Douglas","IM2 2QY","Braddan","200000.0","200000.0","08/11/2013","13/05/2014","","Cooil Road is an invalid locality name"
"9a36decbf686aac1c42b999c3adef710","","35","","Ballanawin","Strang Road","Union Mills","IM4 4NS","Braddan","212000.0","212000.0","12/12/2013","19/06/2014","","Strang Road is an invalid locality name"
"187cc11f6e816c7a9b20d8a1333fd52d","","10","","Harcroft Meadow","New Castletown Road","Douglas","IM2 1JS","Braddan","270000.0","270000.0","18/12/2013","27/05/2014","","New Castletown Road is an invalid locality name"
